Reactant,TS,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR
1797_MA-TS_5-6_Reactant,1797_MA-TS_5-6,1797_MA-TS_5-6_Product,-0.156449068825,-0.115102844363,-0.153682284719,0.443759,0.483172,0.454466,25.95,24.21,1.74,24.73,18.01,6.72
1798_MA-TS_5-6_Reactant,1798_MA-TS_5-6,1798_MA-TS_5-6_Product,-0.150055629843,-0.149767112791,-0.155062828663,0.446143,0.448812,0.44725,0.18,3.32,-3.14,1.67,0.98,0.69
1802_MA-TS_5-6_Reactant,1802_MA-TS_5-6,1802_MA-TS_5-6_Product,-0.2351492864,-0.231317726451,-0.234913520133,0.353886,0.360298,0.356773,2.4,2.26,0.15,4.02,2.21,1.81
1807_MA-TS_5-6_Reactant,1807_MA-TS_5-6,1807_MA-TS_5-6_Product,-0.170567579479,-0.165031638195,-0.178367900468,0.478599,0.487735,0.474674,3.47,8.37,-4.89,5.73,8.2,-2.46
1810_MA-TS_5-6_Reactant,1810_MA-TS_5-6,1810_MA-TS_5-6_Product,-0.314803727761,-0.315073465815,-0.322830460313,0.23791,0.241908,0.234963,-0.17,4.87,-5.04,2.51,4.36,-1.85
1813_MA-TS_5-6_Reactant,1813_MA-TS_5-6,1813_MA-TS_5-6_Product,-0.23630389713,-0.234712065315,-0.246435918308,0.395165,0.397907,0.388436,1.0,7.36,-6.36,1.72,5.94,-4.22
1828_MA-TS_5-6_Reactant,1828_MA-TS_5-6,1828_MA-TS_5-6_Product,-0.378145534305,-0.382212156214,-0.398140919322,0.388386,0.379998,0.362698,-2.55,10.0,-12.55,-5.26,10.86,-16.12
1829_MA-TS_5-6_Reactant,1829_MA-TS_5-6,1829_MA-TS_5-6_Product,-0.411343304885,-0.415740023173,-0.419433071484,0.358919,0.351501,0.345065,-2.76,2.32,-5.08,-4.65,4.04,-8.69
1831_MA-TS_5-6_Reactant,1831_MA-TS_5-6,1831_MA-TS_5-6_Product,-0.220481699023,-0.207352948931,-0.215609970418,0.432178,0.442419,0.436344,8.24,5.18,3.06,6.43,3.81,2.61
1833_MA-TS_5-6_Reactant,1833_MA-TS_5-6,1833_MA-TS_5-6_Product,-0.149652444591,-0.145668809338,-0.149355551835,0.46759,0.476376,0.473587,2.5,2.31,0.19,5.51,1.75,3.76
1834_MA-TS_5-6_Reactant,1834_MA-TS_5-6,1834_MA-TS_5-6_Product,-0.276450549694,-0.271821719583,-0.274518783501,0.36233,0.37011,0.370552,2.9,1.69,1.21,4.88,-0.28,5.16
1836_MA-TS_5-6_Reactant,1836_MA-TS_5-6,1836_MA-TS_5-6_Product,-0.234425028823,-0.232335200374,-0.240836428037,0.36172,0.364504,0.354694,1.31,5.33,-4.02,1.75,6.16,-4.41
1837_MA-TS_5-6_Reactant,1837_MA-TS_5-6,1837_MA-TS_5-6_Product,-0.22868819925,-0.221504181819,-0.23328534457,0.36325,0.369054,0.357185,4.51,7.39,-2.88,3.64,7.45,-3.81
1838_MA-TS_5-6_Reactant,1838_MA-TS_5-6,1838_MA-TS_5-6_Product,-0.205961347168,-0.202191750843,-0.204447414774,0.455019,0.460949,0.459747,2.37,1.42,0.95,3.72,0.75,2.97
1843_MA-TS_5-6_Reactant,1843_MA-TS_5-6,1843_MA-TS_5-6_Product,-0.255192130575,-0.237316155157,-0.245464333854,0.349481,0.368287,0.361555,11.22,5.11,6.1,11.8,4.22,7.58
1847_MA-TS_5-6_Reactant,1847_MA-TS_5-6,1847_MA-TS_5-6_Product,-0.243586878546,-0.247649414387,-0.270994948348,0.405348,0.405233,0.40043,-2.55,14.65,-17.2,-0.07,3.01,-3.09
1849_MA-TS_5-6_Reactant,1849_MA-TS_5-6,1849_MA-TS_5-6_Product,-0.202197485358,-0.186481976273,-0.200873436965,0.422947,0.441171,0.429276,9.86,9.03,0.83,11.44,7.46,3.97
1851_MA-TS_5-6_Reactant,1851_MA-TS_5-6,1851_MA-TS_5-6_Product,-0.298378279942,-0.295746116625,-0.3009503194,0.307665,0.31424,0.309454,1.65,3.27,-1.61,4.13,3.0,1.12
1853_MA-TS_5-6_Reactant,1853_MA-TS_5-6,1853_MA-TS_5-6_Product,-0.318222504624,-0.314509985142,-0.32611406963,0.355432,0.365434,0.354926,2.33,7.28,-4.95,6.28,6.59,-0.32
1858_MA-TS_5-6_Reactant,1858_MA-TS_5-6,1858_MA-TS_5-6_Product,-0.21162192071,-0.209188632365,-0.228503343274,0.414293,0.417063,0.403405,1.53,12.12,-10.59,1.74,8.57,-6.83
1859_MA-TS_5-6_Reactant,1859_MA-TS_5-6,1859_MA-TS_5-6_Product,-0.176782595772,-0.155922726113,-0.168492084794,0.420943,0.43993,0.431702,13.09,7.89,5.2,11.91,5.16,6.75
1860_MA-TS_5-6_Reactant,1860_MA-TS_5-6,1860_MA-TS_5-6_Product,-0.159690840648,-0.152577146827,-0.190274228015,0.437064,0.442707,0.410163,4.46,23.66,-19.19,3.54,20.42,-16.88
1862_MA-TS_5-6_Reactant,1862_MA-TS_5-6,1862_MA-TS_5-6_Product,-0.301225789561,-0.302066840985,-0.323096462706,0.356932,0.357208,0.33666,-0.53,13.2,-13.72,0.17,12.89,-12.72
1863_MA-TS_5-6_Reactant,1863_MA-TS_5-6,1863_MA-TS_5-6_Product,-0.121341401968,-0.122006750755,-0.142990420171,0.552152,0.552636,0.533349,-0.42,13.17,-13.58,0.3,12.1,-11.8
1864_MA-TS_5-6_Reactant,1864_MA-TS_5-6,1864_MA-TS_5-6_Product,-0.157514712429,-0.145141028592,-0.149599106486,0.516942,0.526745,0.519269,7.76,2.8,4.97,6.15,4.69,1.46
1867_MA-TS_5-6_Reactant,1867_MA-TS_5-6,1867_MA-TS_5-6_Product,-0.17489069785,-0.134845948419,-0.15088659846,0.456316,0.500344,0.483844,25.13,10.07,15.06,27.63,10.35,17.27
1868_MA-TS_5-6_Reactant,1868_MA-TS_5-6,1868_MA-TS_5-6_Product,-0.169304439006,-0.173034039088,-0.19012452699,0.462283,0.469298,0.445749,-2.34,10.72,-13.06,4.4,14.78,-10.38
1871_MA-TS_5-6_Reactant,1871_MA-TS_5-6,1871_MA-TS_5-6_Product,-0.212926642984,-0.21185362974,-0.216940100915,0.379281,0.379133,0.378718,0.67,3.19,-2.52,-0.09,0.26,-0.35
1878_MA-TS_5-6_Reactant,1878_MA-TS_5-6,1878_MA-TS_5-6_Product,-0.286863756769,-0.283784880622,-0.31017011754,0.31119,0.316529,0.29153,1.93,16.56,-14.62,3.35,15.69,-12.34
1880_MA-TS_5-6_Reactant,1880_MA-TS_5-6,1880_MA-TS_5-6_Product,-0.392209658297,-0.390052126285,-0.410744335744,0.21105,0.216026,0.198329,1.35,12.98,-11.63,3.12,11.11,-7.98
1882_MA-TS_5-6_Reactant,1882_MA-TS_5-6,1882_MA-TS_5-6_Product,-0.205494506191,-0.171311037795,-0.203397770078,0.40195,0.441636,0.420794,21.45,20.13,1.32,24.9,13.08,11.82
1884_MA-TS_5-6_Reactant,1884_MA-TS_5-6,1884_MA-TS_5-6_Product,-0.223472573327,-0.220642315172,-0.23426918056,0.414932,0.422585,0.410328,1.78,8.55,-6.77,4.8,7.69,-2.89
1890_MA-TS_5-6_Reactant,1890_MA-TS_5-6,1890_MA-TS_5-6_Product,-0.282038773524,-0.270107655513,-0.295310344669,0.388158,0.401507,0.377736,7.49,15.81,-8.33,8.38,14.92,-6.54
1892_MA-TS_5-6_Reactant,1892_MA-TS_5-6,1892_MA-TS_5-6_Product,-0.309161189649,-0.305447490969,-0.310418979382,0.33745,0.340865,0.336926,2.33,3.12,-0.79,2.14,2.47,-0.33
1896_MA-TS_5-6_Reactant,1896_MA-TS_5-6,1896_MA-TS_5-6_Product,-0.236375315431,-0.22013410364,-0.223775878524,0.371312,0.391561,0.387723,10.19,2.29,7.91,12.71,2.41,10.3
1897_MA-TS_5-6_Reactant,1897_MA-TS_5-6,1897_MA-TS_5-6_Product,-0.112401698826,-0.103782796351,-0.132064294189,0.425645,0.436933,0.409876,5.41,17.75,-12.34,7.08,16.98,-9.9
1901_MA-TS_5-6_Reactant,1901_MA-TS_5-6,1901_MA-TS_5-6_Product,-0.112230641112,-0.110763678644,-0.134230426097,0.508788,0.512364,0.493069,0.92,14.73,-13.81,2.24,12.11,-9.86
1907_MA-TS_5-6_Reactant,1907_MA-TS_5-6,1907_MA-TS_5-6_Product,-0.255853354558,-0.256495674846,-0.281024085252,0.399128,0.395071,0.375935,-0.4,15.39,-15.79,-2.55,12.01,-14.55
1908_MA-TS_5-6_Reactant,1908_MA-TS_5-6,1908_MA-TS_5-6_Product,-0.290707222823,-0.279032637819,-0.28952233758,0.367332,0.376693,0.369906,7.33,6.58,0.74,5.87,4.26,1.62
1914_MA-TS_5-6_Reactant,1914_MA-TS_5-6,1914_MA-TS_5-6_Product,-0.166633240311,-0.161170699801,-0.167862437068,0.445377,0.454509,0.450504,3.43,4.2,-0.77,5.73,2.51,3.22
1916_MA-TS_5-6_Reactant,1916_MA-TS_5-6,1916_MA-TS_5-6_Product,-0.221504825088,-0.225630720916,-0.238038409338,0.386496,0.38695,0.374358,-2.59,7.79,-10.37,0.28,7.9,-7.62
1918_MA-TS_5-6_Reactant,1918_MA-TS_5-6,1918_MA-TS_5-6_Product,-0.252794429819,-0.240902387972,-0.250869604685,0.356632,0.369149,0.360236,7.46,6.25,1.21,7.85,5.59,2.26
1921_MA-TS_5-6_Reactant,1921_MA-TS_5-6,1921_MA-TS_5-6_Product,-0.417176095581,-0.396310506463,-0.406510336392,0.304769,0.32564,0.316755,13.09,6.4,6.69,13.1,5.58,7.52
1922_MA-TS_5-6_Reactant,1922_MA-TS_5-6,1922_MA-TS_5-6_Product,-0.43243944529,-0.420819461507,-0.433351822355,0.29113,0.301685,0.295439,7.29,7.86,-0.57,6.62,3.92,2.7
1924_MA-TS_5-6_Reactant,1924_MA-TS_5-6,1924_MA-TS_5-6_Product,-0.202980397108,-0.200434579028,-0.207664985451,0.379427,0.384228,0.380393,1.6,4.54,-2.94,3.01,2.41,0.61
1929_MA-TS_5-6_Reactant,1929_MA-TS_5-6,1929_MA-TS_5-6_Product,-0.296449196256,-0.298260603748,-0.302720731788,0.345835,0.350277,0.344738,-1.14,2.8,-3.94,2.79,3.48,-0.69
1931_MA-TS_5-6_Reactant,1931_MA-TS_5-6,1931_MA-TS_5-6_Product,-0.260653219082,-0.244065927337,-0.255170874197,0.453618,0.478165,0.468981,10.41,6.97,3.44,15.4,5.76,9.64
1933_MA-TS_5-6_Reactant,1933_MA-TS_5-6,1933_MA-TS_5-6_Product,-0.21155485076,-0.203359472688,-0.225623146513,0.415742,0.42687,0.41058,5.14,13.97,-8.83,6.98,10.22,-3.24
1938_MA-TS_5-6_Reactant,1938_MA-TS_5-6,1938_MA-TS_5-6_Product,-0.139921670118,-0.131786211447,-0.153401082835,0.487258,0.501084,0.47344,5.11,13.56,-8.46,8.68,17.35,-8.67
1940_MA-TS_5-6_Reactant,1940_MA-TS_5-6,1940_MA-TS_5-6_Product,-0.237315173912,-0.231821218456,-0.244275625921,0.420889,0.412781,0.399443,3.45,7.82,-4.37,-5.09,8.37,-13.46
1941_MA-TS_5-6_Reactant,1941_MA-TS_5-6,1941_MA-TS_5-6_Product,-0.160095226499,-0.153595675005,-0.163521093263,0.427688,0.444397,0.430554,4.08,6.23,-2.15,10.49,8.69,1.8
1942_MA-TS_5-6_Reactant,1942_MA-TS_5-6,1942_MA-TS_5-6_Product,-0.16204385872,-0.165243036022,-0.178899765056,0.430897,0.42797,0.419231,-2.01,8.57,-10.58,-1.84,5.48,-7.32
1943_MA-TS_5-6_Reactant,1943_MA-TS_5-6,1943_MA-TS_5-6_Product,-0.229812815032,-0.208354770329,-0.236415791606,0.421537,0.443259,0.416253,13.47,17.61,-4.14,13.63,16.95,-3.32
1946_MA-TS_5-6_Reactant,1946_MA-TS_5-6,1946_MA-TS_5-6_Product,-0.167581724422,-0.163280917317,-0.169702795968,0.489447,0.492737,0.488406,2.7,4.03,-1.33,2.06,2.72,-0.65
1948_MA-TS_5-6_Reactant,1948_MA-TS_5-6,1948_MA-TS_5-6_Product,-0.191078298234,-0.170096814341,-0.188866601689,0.464362,0.491377,0.475163,13.17,11.78,1.39,16.95,10.17,6.78
1949_MA-TS_5-6_Reactant,1949_MA-TS_5-6,1949_MA-TS_5-6_Product,-0.238217063281,-0.222205496184,-0.228445787742,0.397472,0.416141,0.411653,10.05,3.92,6.13,11.71,2.82,8.9
1950_MA-TS_5-6_Reactant,1950_MA-TS_5-6,1950_MA-TS_5-6_Product,-0.250415039499,-0.254223376206,-0.262771855619,0.391302,0.385933,0.37814,-2.39,5.36,-7.75,-3.37,4.89,-8.26
1952_MA-TS_5-6_Reactant,1952_MA-TS_5-6,1952_MA-TS_5-6_Product,-0.281929078114,-0.276959311615,-0.30043372456,0.225102,0.229378,0.210297,3.12,14.73,-11.61,2.68,11.97,-9.29
1959_MA-TS_5-6_Reactant,1959_MA-TS_5-6,1959_MA-TS_5-6_Product,-0.138005029663,-0.144273777484,-0.158949187509,0.26203,0.256067,0.243222,-3.93,9.21,-13.14,-3.74,8.06,-11.8
1961_MA-TS_5-6_Reactant,1961_MA-TS_5-6,1961_MA-TS_5-6_Product,-0.116586501167,-0.993911247933,-0.130276219625,0.345165,0.364218,0.336574,-550.53,-541.94,-8.59,11.96,17.35,-5.39
1964_MA-TS_5-6_Reactant,1964_MA-TS_5-6,1964_MA-TS_5-6_Product,-0.206031326154,-0.210987074621,-0.225851555708,0.320365,0.319097,0.304864,-3.11,9.33,-12.44,-0.8,8.93,-9.73
1965_MA-TS_5-6_Reactant,1965_MA-TS_5-6,1965_MA-TS_5-6_Product,-0.171832114664,-0.140773192559,-0.162646277213,0.31852,0.352198,0.332251,19.49,13.73,5.76,21.13,12.52,8.62
1966_MA-TS_5-6_Reactant,1966_MA-TS_5-6,1966_MA-TS_5-6_Product,-0.150732951096,-0.146432490305,-0.176096916421,0.337817,0.347011,0.318701,2.7,18.61,-15.92,5.77,17.76,-12.0
1968_MA-TS_5-6_Reactant,1968_MA-TS_5-6,1968_MA-TS_5-6_Product,-0.268280652919,-0.251856909096,-0.269675085111,0.241036,0.257925,0.242544,10.31,11.18,-0.88,10.6,9.65,0.95
1969_MA-TS_5-6_Reactant,1969_MA-TS_5-6,1969_MA-TS_5-6_Product,-0.276589781442,-0.265402367242,-0.280348154542,0.220265,0.238601,0.221123,7.02,9.38,-2.36,11.51,10.97,0.54
1971_MA-TS_5-6_Reactant,1971_MA-TS_5-6,1971_MA-TS_5-6_Product,-0.277046168307,-0.277884871855,-0.290737478428,0.163362,0.16541,0.154839,-0.53,8.07,-8.59,1.29,6.63,-5.35
1974_MA-TS_5-6_Reactant,1974_MA-TS_5-6,1974_MA-TS_5-6_Product,-0.137989591351,-0.144253515024,-0.158924644795,0.264001,0.25612,0.243171,-3.93,9.21,-13.14,-4.95,8.13,-13.07
1979_MA-TS_5-6_Reactant,1979_MA-TS_5-6,1979_MA-TS_5-6_Product,-0.238703099918,-0.225202377379,-0.243805656433,0.209168,0.226286,0.207127,8.47,11.67,-3.2,10.74,12.02,-1.28
1981_MA-TS_5-6_Reactant,1981_MA-TS_5-6,1981_MA-TS_5-6_Product,-0.194437030515,-0.187861321842,-0.198606415915,0.230868,0.237865,0.247032,4.13,6.74,-2.62,4.39,-5.75,10.14
1982_MA-TS_5-6_Reactant,1982_MA-TS_5-6,1982_MA-TS_5-6_Product,-0.200603564394,-0.176597248278,-0.188651668097,0.221265,0.246725,0.234747,15.06,7.56,7.5,15.98,7.52,8.46
1983_MA-TS_5-6_Reactant,1983_MA-TS_5-6,1983_MA-TS_5-6_Product,-0.337461543021,-0.325468167546,-0.357964856954,0.209549,0.225216,0.195405,7.53,20.39,-12.87,9.83,18.71,-8.88
1985_MA-TS_5-6_Reactant,1985_MA-TS_5-6,1985_MA-TS_5-6_Product,-0.189204118984,-0.174711088531,-0.180602652325,0.328816,0.345274,0.34074,9.09,3.7,5.4,10.33,2.85,7.48
1986_MA-TS_5-6_Reactant,1986_MA-TS_5-6,1986_MA-TS_5-6_Product,-0.200879084678,-0.197642334157,-0.21072445307,0.313619,0.319515,0.313281,2.03,8.21,-6.18,3.7,3.91,-0.21
1989_MA-TS_5-6_Reactant,1989_MA-TS_5-6,1989_MA-TS_5-6_Product,-0.158765997712,-0.133844154775,-0.139633191297,0.407792,0.430978,0.425123,15.64,3.63,12.01,14.55,3.67,10.88
1991_MA-TS_5-6_Reactant,1991_MA-TS_5-6,1991_MA-TS_5-6_Product,-0.277209060345,-0.269326810334,-0.270221527477,0.233322,0.244461,0.243046,4.95,0.56,4.38,6.99,0.89,6.1
1995_MA-TS_5-6_Reactant,1995_MA-TS_5-6,1995_MA-TS_5-6_Product,-0.533822594974,-0.538015334083,-0.553805735711,-0.069357,-0.067205,-0.08676,-2.63,9.91,-12.54,1.35,12.27,-10.92
1998_MA-TS_5-6_Reactant,1998_MA-TS_5-6,1998_MA-TS_5-6_Product,-0.328359174146,-0.31276871487,-0.344842633231,0.197843,0.211819,0.18412,9.78,20.13,-10.34,8.77,17.38,-8.61
2000_MA-TS_5-6_Reactant,2000_MA-TS_5-6,2000_MA-TS_5-6_Product,-0.266678270304,-0.264751956364,-0.275824404453,0.272244,0.272349,0.266136,1.21,6.95,-5.74,0.07,3.9,-3.83
2001_MA-TS_5-6_Reactant,2001_MA-TS_5-6,2001_MA-TS_5-6_Product,-0.270846557118,-0.265001765279,-0.29442929565,0.223983,0.222843,0.193357,3.67,18.47,-14.8,-0.72,18.5,-19.22
2002_MA-TS_5-6_Reactant,2002_MA-TS_5-6,2002_MA-TS_5-6_Product,-0.277397566024,-0.273020375403,-0.289941184327,0.208721,0.21115,0.197126,2.75,10.62,-7.87,1.52,8.8,-7.28
2003_MA-TS_5-6_Reactant,2003_MA-TS_5-6,2003_MA-TS_5-6_Product,-0.105831938537,-0.878897660627,-0.114581267393,0.392791,0.409038,0.386174,-485.11,-479.62,-5.49,10.2,14.35,-4.15
2004_MA-TS_5-6_Reactant,2004_MA-TS_5-6,2004_MA-TS_5-6_Product,-0.129333081248,-0.113544729048,-0.119041700468,0.370801,0.386316,0.381092,9.91,3.45,6.46,9.74,3.28,6.46
2007_MA-TS_5-6_Reactant,2007_MA-TS_5-6,2007_MA-TS_5-6_Product,-0.264267740912,-0.248637642725,-0.275343882134,0.236141,0.251638,0.224204,9.81,16.76,-6.95,9.72,17.22,-7.49
2008_MA-TS_5-6_Reactant,2008_MA-TS_5-6,2008_MA-TS_5-6_Product,-0.281389328034,-0.266602867026,-0.296004563756,0.217659,0.235067,0.205636,9.28,18.45,-9.17,10.92,18.47,-7.54
2016_MA-TS_5-6_Reactant,2016_MA-TS_5-6,2016_MA-TS_5-6_Product,-0.159016073052,-0.154990687515,-0.170624642381,0.409737,0.413909,0.392826,2.53,9.81,-7.28,2.62,13.23,-10.61
2018_MA-TS_5-6_Reactant,2018_MA-TS_5-6,2018_MA-TS_5-6_Product,-0.187268627474,-0.181352262092,-0.199919040222,0.236668,0.246758,0.230688,3.71,11.65,-7.94,6.33,10.08,-3.75
2019_MA-TS_5-6_Reactant,2019_MA-TS_5-6,2019_MA-TS_5-6_Product,-0.189240257445,-0.176211220728,-0.184609280736,0.235777,0.250426,0.242648,8.18,5.27,2.91,9.19,4.88,4.31
2020_MA-TS_5-6_Reactant,2020_MA-TS_5-6,2020_MA-TS_5-6_Product,-0.19031356349,-0.159093816034,-0.173798960244,0.360262,0.393594,0.383731,19.59,9.23,10.36,20.92,6.19,14.73
2022_MA-TS_5-6_Reactant,2022_MA-TS_5-6,2022_MA-TS_5-6_Product,-0.247802579906,-0.252291946555,-0.257880533029,0.179676,0.179763,0.174948,-2.82,3.51,-6.32,0.05,3.02,-2.97
2023_MA-TS_7-8_Reactant,2023_MA-TS_7-8,2023_MA-TS_7-8_Product,-0.508970720129,-0.508371193055,-0.536330816692,0.021637,0.020787,-0.002831,0.38,17.54,-17.17,-0.53,14.82,-15.35
2027_MA-TS_7-8_Reactant,2027_MA-TS_7-8,2027_MA-TS_7-8_Product,-0.546821857225,-0.552541673049,-0.565752366255,-0.057221,-0.058323,-0.068685,-3.59,8.29,-11.88,-0.69,6.5,-7.19
2029_MA-TS_7-8_Reactant,2029_MA-TS_7-8,2029_MA-TS_7-8_Product,-0.558494223486,-0.552628752105,-0.571814396937,-0.050224,-0.042766,-0.049465,3.68,12.04,-8.36,4.68,4.2,0.48
2031_MA-TS_7-8_Reactant,2031_MA-TS_7-8,2031_MA-TS_7-8_Product,-0.457405198261,-0.462355100634,-0.467525281357,0.050043,0.041724,0.038281,-3.11,3.24,-6.35,-5.22,2.16,-7.38
2032_MA-TS_7-8_Reactant,2032_MA-TS_7-8,2032_MA-TS_7-8_Product,-0.469665627825,-0.458911770077,-0.476908007589,0.057407,0.074422,0.051743,6.75,11.29,-4.54,10.68,14.23,-3.55
2033_MA-TS_7-8_Reactant,2033_MA-TS_7-8,2033_MA-TS_7-8_Product,-0.523678734997,-0.507948623522,-0.531390935638,-0.032142,-0.017495,-0.03401,9.87,14.71,-4.84,9.19,10.36,-1.17
2035_MA-TS_7-8_Reactant,2035_MA-TS_7-8,2035_MA-TS_7-8_Product,-0.517392800157,-0.519470307714,-0.538755173544,-0.020198,-0.01682,-0.037702,-1.3,12.1,-13.41,2.12,13.1,-10.98
2036_MA-TS_7-8_Reactant,2036_MA-TS_7-8,2036_MA-TS_7-8_Product,-0.549666828307,-0.539692406449,-0.549436235073,-0.060463,-0.047795,-0.058839,6.26,6.11,0.14,7.95,6.93,1.02
2037_MA-TS_7-8_Reactant,2037_MA-TS_7-8,2037_MA-TS_7-8_Product,-0.711651701176,-0.70385436779,-0.728703488637,-0.093847,-0.085876,-0.102385,4.89,15.59,-10.7,5.0,10.36,-5.36
2038_MA-TS_7-8_Reactant,2038_MA-TS_7-8,2038_MA-TS_7-8_Product,-0.670956493022,-0.670099619631,-0.675656201494,-0.070906,-0.069224,-0.073532,0.54,3.49,-2.95,1.06,2.7,-1.65
2039_MA-TS_7-8_Reactant,2039_MA-TS_7-8,2039_MA-TS_7-8_Product,-0.586516615944,-0.587530503734,-0.616601276979,0.012529,0.010139,-0.018117,-0.64,18.24,-18.88,-1.5,17.73,-19.23
2046_MA-TS_7-8_Reactant,2046_MA-TS_7-8,2046_MA-TS_7-8_Product,-0.675796995482,-0.677027112612,-0.728823951152,-0.023159,-0.026989,-0.069168,-0.77,32.5,-33.27,-2.4,26.47,-28.87
2049_MA-TS_11-12_Reactant,2049_MA-TS_11-12,2049_MA-TS_11-12_Product,-0.224903920788,-0.206387891555,-0.216812421199,0.319862,0.339034,0.329988,11.62,6.54,5.08,12.03,5.68,6.35
2053_MA-TS_4-5_Reactant,2053_MA-TS_4-5,2053_MA-TS_4-5_Product,-0.150209814969,-0.163241931573,-0.168533645931,0.245648,0.234512,0.233276,-8.18,3.32,-11.5,-6.99,0.78,-7.76
2057_MA-TS_4-5_Reactant,2057_MA-TS_4-5,2057_MA-TS_4-5_Product,-0.194063935851,-0.194285902493,-0.211766393143,0.221636,0.223804,0.210334,-0.14,10.97,-11.11,1.36,8.45,-7.09
2059_MA-TS_5-6_Reactant,2059_MA-TS_5-6,2059_MA-TS_5-6_Product,-0.152599211478,-0.147507187437,-0.160259653064,0.313594,0.319525,0.307903,3.2,8.0,-4.81,3.72,7.29,-3.57
2061_MA-TS_7-8_Reactant,2061_MA-TS_7-8,2061_MA-TS_7-8_Product,-0.231775811415,-0.218100758899,-0.224579669786,0.275229,0.292416,0.288968,8.58,4.07,4.52,10.79,2.16,8.62
2065_MA-TS_8-9_Reactant,2065_MA-TS_8-9,2065_MA-TS_8-9_Product,-0.101843878196,-0.927357391297,-0.126190838299,0.430947,0.444423,0.412367,-518.02,-502.74,-15.28,8.46,20.12,-11.66
2066_MA-TS_5-6_Reactant,2066_MA-TS_5-6,2066_MA-TS_5-6_Product,-0.866923299245,-0.716934246311,-0.115388732112,0.396875,0.415778,0.374509,94.12,-377.48,471.6,11.86,25.9,-14.03
2068_MA-TS_4-5_Reactant,2068_MA-TS_4-5,2068_MA-TS_4-5_Product,-0.953654847513,-0.714876131442,-0.114897444466,0.342739,0.366252,0.322511,149.84,-376.49,526.33,14.75,27.45,-12.69
2071_MA-TS_23-24_Reactant,2071_MA-TS_23-24,2071_MA-TS_23-24_Product,-0.157903310867,-0.153543012848,-0.181130314073,0.358407,0.364933,0.339078,2.74,17.31,-14.58,4.1,16.22,-12.13
2072_MA-TS_23-24_Reactant,2072_MA-TS_23-24,2072_MA-TS_23-24_Product,-0.208186688964,-0.213580398737,-0.216519160992,0.28708,0.283467,0.280157,-3.38,1.84,-5.23,-2.27,2.08,-4.34
2113_MA-TS_5-6_Reactant,2113_MA-TS_5-6,2113_MA-TS_5-6_Product,-0.170478355996,-0.175428134656,-0.198397170443,0.321933,0.319658,0.296418,-3.11,14.41,-17.52,-1.43,14.58,-16.01
2116_MA-TS_5-6_Reactant,2116_MA-TS_5-6,2116_MA-TS_5-6_Product,-0.23705846956,-0.234888248516,-0.243522363306,0.111453,0.113417,0.107715,1.36,5.42,-4.06,1.23,3.58,-2.35
2117_MA-TS_5-6_Reactant,2117_MA-TS_5-6,2117_MA-TS_5-6_Product,-0.171489230702,-0.175585340482,-0.19058493934,0.229279,0.224605,0.21108,-2.57,9.41,-11.98,-2.93,8.49,-11.42
2121_MA-TS_5-6_Reactant,2121_MA-TS_5-6,2121_MA-TS_5-6_Product,-0.338499176175,-0.332962695203,-0.351883486006,0.216052,0.226016,0.206086,3.47,11.87,-8.4,6.25,12.51,-6.25
2122_MA-TS_5-6_Reactant,2122_MA-TS_5-6,2122_MA-TS_5-6_Product,-0.240040385633,-0.245004139514,-0.264818112864,0.293757,0.291088,0.276608,-3.11,12.43,-15.55,-1.67,9.09,-10.76
2126_MA-TS_5-6_Reactant,2126_MA-TS_5-6,2126_MA-TS_5-6_Product,-0.153747378246,-0.157328197031,-0.173788005663,0.300371,0.300528,0.28511,-2.25,10.33,-12.58,0.1,9.67,-9.58
2127_MA-TS_5-6_Reactant,2127_MA-TS_5-6,2127_MA-TS_5-6_Product,-0.28038062035,-0.285985625388,-0.300526141731,0.289775,0.288572,0.278311,-3.52,9.12,-12.64,-0.75,6.44,-7.19
2129_MA-TS_5-6_Reactant,2129_MA-TS_5-6,2129_MA-TS_5-6_Product,-0.225446818609,-0.229196908981,-0.246049967425,0.133794,0.127373,0.116589,-2.35,10.58,-12.93,-4.03,6.77,-10.8
2132_MA-TS_5-6_Reactant,2132_MA-TS_5-6,2132_MA-TS_5-6_Product,-0.225269837161,-0.218964231148,-0.258862181134,0.390679,0.402109,0.362117,3.96,25.04,-21.08,7.17,25.1,-17.92
2134_MA-TS_5-6_Reactant,2134_MA-TS_5-6,2134_MA-TS_5-6_Product,-0.135817021599,-0.133940123477,-0.164791577272,0.218447,0.225754,0.196731,1.18,19.36,-18.18,4.59,18.21,-13.63
2137_MA-TS_5-6_Reactant,2137_MA-TS_5-6,2137_MA-TS_5-6_Product,-0.136599805192,-0.146659550361,-0.163905299526,0.265043,0.254756,0.237458,-6.31,10.82,-17.13,-6.46,10.85,-17.31
2138_MA-TS_5-6_Reactant,2138_MA-TS_5-6,2138_MA-TS_5-6_Product,-0.20590797338,-0.208882022059,-0.233108670204,0.144145,0.141331,0.117315,-1.87,15.2,-17.07,-1.77,15.07,-16.84
2140_MA-TS_5-6_Reactant,2140_MA-TS_5-6,2140_MA-TS_5-6_Product,-0.137625720001,-0.139281159021,-0.154551004691,0.227645,0.228925,0.21568,-1.04,9.58,-10.62,0.8,8.31,-7.51
