Reactant,Datapoint,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR
358_MA-TS_5-6_Reactant,358_MA-TS_5-6,358_MA-TS_5-6_Product,-2320.67282358,-2320.66824494,-2320.68581171,-2320.171118,-2320.163903,-2320.176058,2.87,11.02,-8.15,4.53,7.63,-3.1
359_MA-TS_5-6_Reactant,359_MA-TS_5-6,359_MA-TS_5-6_Product,-1772.86087266,-1772.84527051,-1772.84647011,-1772.48247,-1772.467919,-1772.468445,9.79,0.75,9.04,9.13,0.33,8.8
360_MA-TS_5-6_Reactant,360_MA-TS_5-6,360_MA-TS_5-6_Product,-1658.45340316,-1658.4375258,-1658.44364478,-1658.105842,-1658.090247,-1658.096623,9.96,3.84,6.12,9.79,4.0,5.79
364_MA-TS_5-6_Reactant,364_MA-TS_5-6,364_MA-TS_5-6_Product,-1485.12505741,-1485.11125071,-1485.11407557,-1484.81041,-1484.7938,-1484.795519,8.66,1.77,6.89,10.42,1.08,9.34
372_MA-TS_5-6_Reactant,372_MA-TS_5-6,372_MA-TS_5-6_Product,-1410.00782365,-1409.99433126,-1409.99780528,-1409.694309,-1409.680178,-1409.682486,8.47,2.18,6.29,8.87,1.45,7.42
397_MA-TS_5-6_Reactant,397_MA-TS_5-6,397_MA-TS_5-6_Product,-1524.67299529,-1524.66991377,-1524.67769807,-1524.317411,-1524.310103,-1524.319164,1.93,4.88,-2.95,4.59,5.69,-1.1
403_MA-TS_5-6_Reactant,403_MA-TS_5-6,403_MA-TS_5-6_Product,-2904.25827584,-2904.24963865,-2904.26398783,-2903.698751,-2903.68893,-2903.701193,5.42,9.0,-3.58,6.16,7.7,-1.53
404_MA-TS_5-6_Reactant,404_MA-TS_5-6,404_MA-TS_5-6_Product,-2940.11822357,-2940.09628177,-2940.09650164,-2939.580752,-2939.556799,-2939.557067,13.77,0.14,13.63,15.03,0.17,14.86
406_MA-TS_5-6_Reactant,406_MA-TS_5-6,406_MA-TS_5-6_Product,-2787.65076543,-2787.61787873,-2787.62051662,-2787.152391,-2787.118257,-2787.121719,20.64,1.66,18.98,21.42,2.17,19.25
408_MA-TS_5-6_Reactant,408_MA-TS_5-6,408_MA-TS_5-6_Product,-2979.3764283,-2979.35428851,-2979.3602108,-2978.815939,-2978.795566,-2978.801394,13.89,3.72,10.18,12.78,3.66,9.13
409_MA-TS_5-6_Reactant,409_MA-TS_5-6,409_MA-TS_5-6_Product,-3089.03379998,-3089.00469751,-3089.00692586,-3088.40511,-3088.376419,-3088.378983,18.26,1.4,16.86,18.0,1.61,16.39
411_MA-TS_5-6_Reactant,411_MA-TS_5-6,411_MA-TS_5-6_Product,-2940.09217192,-2940.06662308,-2940.06939085,-2939.554277,-2939.526986,-2939.527925,16.03,1.74,14.3,17.13,0.59,16.54
413_MA-TS_5-6_Reactant,413_MA-TS_5-6,413_MA-TS_5-6_Product,-3132.85678236,-3132.79759059,-3132.79997656,-3132.254514,-3132.206148,-3132.207472,37.14,1.5,35.65,30.35,0.83,29.52
415_MA-TS_5-6_Reactant,415_MA-TS_5-6,415_MA-TS_5-6_Product,-3089.04815159,-3089.00767049,-3089.01049411,-3088.42579,-3088.386378,-3088.38851,25.4,1.77,23.63,24.73,1.34,23.39
417_MA-TS_5-6_Reactant,417_MA-TS_5-6,417_MA-TS_5-6_Product,-3131.85684304,-3131.830808,-3131.84475249,-3131.254759,-3131.227457,-3131.237747,16.34,8.75,7.59,17.13,6.46,10.68
420_MA-TS_5-6_Reactant,420_MA-TS_5-6,420_MA-TS_5-6_Product,-3205.65580247,-3205.60548768,-3205.61409631,-3204.968296,-3204.916828,-3204.92556,31.57,5.4,26.17,32.3,5.48,26.82
422_MA-TS_5-6_Reactant,422_MA-TS_5-6,422_MA-TS_5-6_Product,-3089.01682216,-3089.01569448,-3089.02367905,-3088.396915,-3088.393762,-3088.402079,0.71,5.01,-4.3,1.98,5.22,-3.24
423_MA-TS_5-6_Reactant,423_MA-TS_5-6,423_MA-TS_5-6_Product,-2958.76001455,-2958.72930596,-2958.75016442,-2958.143126,-2958.108422,-2958.127339,19.27,13.09,6.18,21.78,11.87,9.91
427_MA-TS_5-6_Reactant,427_MA-TS_5-6,427_MA-TS_5-6_Product,-1983.061244,-1983.06004009,-1983.0667059,-1982.594207,-1982.589492,-1982.594318,0.76,4.18,-3.43,2.96,3.03,-0.07
430_MA-TS_5-6_Reactant,430_MA-TS_5-6,430_MA-TS_5-6_Product,-2387.21815577,-2387.2013459,-2387.20606001,-2386.558169,-2386.539982,-2386.542843,10.55,2.96,7.59,11.41,1.8,9.62
431_MA-TS_5-6_Reactant,431_MA-TS_5-6,431_MA-TS_5-6_Product,-2234.75586018,-2234.71890737,-2234.7210259,-2234.134926,-2234.095174,-2234.097499,23.19,1.33,21.86,24.94,1.46,23.49
433_MA-TS_5-6_Reactant,433_MA-TS_5-6,433_MA-TS_5-6_Product,-2418.14080381,-2418.12946879,-2418.13253713,-2417.679529,-2417.663227,-2417.665694,7.11,1.93,5.19,10.23,1.55,8.68
434_MA-TS_5-6_Reactant,434_MA-TS_5-6,434_MA-TS_5-6_Product,-2744.95117628,-2744.94406699,-2744.95412247,-2744.326709,-2744.315777,-2744.323853,4.46,6.31,-1.85,6.86,5.07,1.79
435_MA-TS_5-6_Reactant,435_MA-TS_5-6,435_MA-TS_5-6_Product,-5143.71401333,-5143.68844757,-5143.70207805,-5143.23424,-5143.211318,-5143.221552,16.04,8.55,7.49,14.38,6.42,7.96
436_MA-TS_5-6_Reactant,436_MA-TS_5-6,436_MA-TS_5-6_Product,-2669.53148475,-2669.52701861,-2669.53391187,-2669.051808,-2669.046869,-2669.051986,2.8,4.33,-1.52,3.1,3.21,-0.11
449_MA-TS_5-6_Reactant,449_MA-TS_5-6,449_MA-TS_5-6_Product,-2022.35698637,-2022.31542074,-2022.31711479,-2021.858165,-2021.82068,-2021.822793,26.08,1.06,25.02,23.52,1.33,22.2
456_MA-TS_17-18_Reactant,456_MA-TS_17-18,456_MA-TS_17-18_Product,-3634.7760539,-3634.76799494,-3634.77252274,-3634.074464,-3634.062786,-3634.06928,5.06,2.84,2.22,7.33,4.08,3.25
463_MA-TS_17-18_Reactant,463_MA-TS_17-18,463_MA-TS_17-18_Product,-3191.47192508,-3191.44009265,-3191.44430015,-3190.817977,-3190.789239,-3190.79461,19.98,2.64,17.33,18.03,3.37,14.66
465_MA-TS_17-18_Reactant,465_MA-TS_17-18,465_MA-TS_17-18_Product,-3084.46217109,-3084.44903003,-3084.45740632,-3083.781253,-3083.765199,-3083.773745,8.25,5.26,2.99,10.07,5.36,4.71
470_MA-TS_7-8_Reactant,470_MA-TS_7-8,470_MA-TS_7-8_Product,-3556.38854955,-3556.37535456,-3556.38265297,-3555.686221,-3555.670595,-3555.675588,8.28,4.58,3.7,9.81,3.13,6.67
474_MA-TS_5-6_Reactant,474_MA-TS_5-6,474_MA-TS_5-6_Product,-2473.9948875,-2473.97556888,-2473.97734317,-2473.510948,-2473.487084,-2473.488734,12.12,1.11,11.01,14.97,1.04,13.94
479_MA-TS_5-6_Reactant,479_MA-TS_5-6,479_MA-TS_5-6_Product,-2457.94864505,-2457.93181582,-2457.94149117,-2457.456671,-2457.438154,-2457.445665,10.56,6.07,4.49,11.62,4.71,6.91
480_MA-TS_5-6_Reactant,480_MA-TS_5-6,480_MA-TS_5-6_Product,-2489.99433644,-2489.98941624,-2489.99467721,-2489.525478,-2489.518127,-2489.521722,3.09,3.3,-0.21,4.61,2.26,2.36
485_MA-TS_30-31_Reactant,485_MA-TS_30-31,485_MA-TS_30-31_Product,-2660.68008144,-2660.65384477,-2660.65975261,-2660.16202,-2660.13814,-2660.141836,16.46,3.71,12.76,14.98,2.32,12.67
486_MA-TS_5-6_Reactant,486_MA-TS_5-6,486_MA-TS_5-6_Product,-2067.18402361,-2067.17057036,-2067.18372869,-2066.736813,-2066.723407,-2066.733943,8.44,8.26,0.19,8.41,6.61,1.8
487_MA-TS_5-6_Reactant,487_MA-TS_5-6,487_MA-TS_5-6_Product,-2067.1969955,-2067.16111571,-2067.17067808,-2066.749664,-2066.716437,-2066.724135,22.51,6.0,16.51,20.85,4.83,16.02
488_MA-TS_5-6_Reactant,488_MA-TS_5-6,488_MA-TS_5-6_Product,-2845.08966186,-2845.08966053,-2845.11576735,-2844.462338,-2844.460344,-2844.48392,0.0,16.38,-16.38,1.25,14.79,-13.54
490_MA-TS_5-6_Reactant,490_MA-TS_5-6,490_MA-TS_5-6_Product,-2506.99686249,-2506.96245395,-2506.97405842,-2506.32247,-2506.29063,-2506.298658,21.59,7.28,14.31,19.98,5.04,14.94
491_MA-TS_5-6_Reactant,491_MA-TS_5-6,491_MA-TS_5-6_Product,-2510.58874188,-2510.56918708,-2510.57171954,-2509.926589,-2509.903925,-2509.905572,12.27,1.59,10.68,14.22,1.03,13.19
494_MA-TS_5-6_Reactant,494_MA-TS_5-6,494_MA-TS_5-6_Product,-2067.16467913,-2067.1536473,-2067.15747428,-2066.722208,-2066.707259,-2066.710915,6.92,2.4,4.52,9.38,2.29,7.09
496_MA-TS_5-6_Reactant,496_MA-TS_5-6,496_MA-TS_5-6_Product,-1952.96115252,-1952.94608443,-1952.9463328,-1952.536098,-1952.518575,-1952.518155,9.46,0.16,9.3,11.0,-0.26,11.26
500_MA-TS_5-6_Reactant,500_MA-TS_5-6,500_MA-TS_5-6_Product,-2028.1003111,-2028.0929364,-2028.09849376,-2027.670448,-2027.661879,-2027.667098,4.63,3.49,1.14,5.38,3.27,2.1
501_MA-TS_5-6_Reactant,501_MA-TS_5-6,501_MA-TS_5-6_Product,-2294.5848197,-2294.5844913,-2294.5985683,-2294.024439,-2294.022601,-2294.036903,0.21,8.83,-8.63,1.15,8.97,-7.82
502_MA-TS_5-6_Reactant,502_MA-TS_5-6,502_MA-TS_5-6_Product,-2670.59581534,-2670.56708966,-2670.57061142,-2670.014661,-2669.982954,-2669.986131,18.03,2.21,15.82,19.9,1.99,17.9
503_MA-TS_5-6_Reactant,503_MA-TS_5-6,503_MA-TS_5-6_Product,-2448.05434084,-2448.05324151,-2448.06103431,-2447.455154,-2447.450866,-2447.457315,0.69,4.89,-4.2,2.69,4.05,-1.36
505_MA-TS_5-6_Reactant,505_MA-TS_5-6,505_MA-TS_5-6_Product,-2621.17847624,-2621.15476637,-2621.16412548,-2620.483038,-2620.459536,-2620.467667,14.88,5.87,9.01,14.75,5.1,9.65
513_MA-TS_5-6_Reactant,513_MA-TS_5-6,513_MA-TS_5-6_Product,-2605.55006698,-2605.54535039,-2605.57755615,-2604.901133,-2604.895196,-2604.92285,2.96,20.21,-17.25,3.73,17.35,-13.63
527_MA-TS_37-38_Reactant,527_MA-TS_37-38,527_MA-TS_37-38_Product,-2511.78724777,-2511.77517497,-2511.78476243,-2511.11154,-2511.095316,-2511.101671,7.58,6.02,1.56,10.18,3.99,6.19
530_MA-TS_36-37_Reactant,530_MA-TS_36-37,530_MA-TS_36-37_Product,-2432.06422671,-2432.04900424,-2432.04936766,-2431.450554,-2431.431532,-2431.430804,9.55,0.23,9.32,11.94,-0.46,12.39
531_MA-TS_12-13_Reactant,531_MA-TS_12-13,531_MA-TS_12-13_Product,-2591.43179492,-2591.43140076,-2591.45021808,-2591.017181,-2591.013351,-2591.030053,0.25,11.81,-11.56,2.4,10.48,-8.08
532_MA-TS_29-30_Reactant,532_MA-TS_29-30,532_MA-TS_29-30_Product,-2159.53223866,-2159.51418889,-2159.51459752,-2159.083547,-2159.06188,-2159.063779,11.33,0.26,11.07,13.6,1.19,12.4
538_MA-TS_29-30_Reactant,538_MA-TS_29-30,538_MA-TS_29-30_Product,-2159.55575987,-2159.52066366,-2159.53249361,-2159.096468,-2159.059016,-2159.067942,22.02,7.42,14.6,23.5,5.6,17.9
539_MA-TS_33-34_Reactant,539_MA-TS_33-34,539_MA-TS_33-34_Product,-2697.78140579,-2697.77111617,-2697.78269466,-2697.258717,-2697.245397,-2697.254842,6.46,7.27,-0.81,8.36,5.93,2.43
540_MA-TS_33-34_Reactant,540_MA-TS_33-34,540_MA-TS_33-34_Product,-2697.76413847,-2697.75439088,-2697.75799655,-2697.243504,-2697.231814,-2697.23435,6.12,2.26,3.85,7.34,1.59,5.74
541_MA-TS_27-28_Reactant,541_MA-TS_27-28,541_MA-TS_27-28_Product,-2813.08023143,-2813.07367752,-2813.07938751,-2812.530154,-2812.51773,-2812.52377,4.11,3.58,0.53,7.8,3.79,4.01
542_MA-TS_29-30_Reactant,542_MA-TS_29-30,542_MA-TS_29-30_Product,-2123.88267267,-2123.86551946,-2123.88216311,-2123.388269,-2123.369489,-2123.380793,10.76,10.44,0.32,11.78,7.09,4.69
545_MA-TS_39-40_Reactant,545_MA-TS_39-40,545_MA-TS_39-40_Product,-2597.73108771,-2597.72886472,-2597.74107113,-2597.088876,-2597.082498,-2597.093772,1.39,7.66,-6.26,4.0,7.07,-3.07
546_MA-TS_39-40_Reactant,546_MA-TS_39-40,546_MA-TS_39-40_Product,-2596.46069407,-2596.4345714,-2596.45464637,-2595.838136,-2595.815087,-2595.837124,16.39,12.6,3.79,14.46,13.83,0.64
547_MA-TS_33-34_Reactant,547_MA-TS_33-34,547_MA-TS_33-34_Product,-2331.24824646,-2331.2360005,-2331.25623871,-2330.727732,-2330.714739,-2330.729519,7.68,12.7,-5.02,8.15,9.27,-1.12
548_MA-TS_41-42_Reactant,548_MA-TS_41-42,548_MA-TS_41-42_Product,-2694.96281194,-2694.94350392,-2694.95902337,-2694.30325,-2694.286774,-2694.297473,12.12,9.74,2.38,10.34,6.71,3.63
551_MA-TS_3-4_Reactant,551_MA-TS_3-4,551_MA-TS_3-4_Product,-2621.00076626,-2620.97120661,-2621.00274351,-2620.319392,-2620.290375,-2620.318021,18.55,19.79,-1.24,18.21,17.35,0.86
552_MA-TS_42-43_Reactant,552_MA-TS_42-43,552_MA-TS_42-43_Product,-2770.09941421,-2770.09021679,-2770.10128647,-2769.429398,-2769.418129,-2769.429298,5.77,6.95,-1.17,7.07,7.01,0.06
557_MA-TS_39-40_Reactant,557_MA-TS_39-40,557_MA-TS_39-40_Product,-2581.74209582,-2581.7197057,-2581.7293741,-2581.084586,-2581.058933,-2581.065305,14.05,6.07,7.98,16.1,4.0,12.1
558_MA-TS_40-41_Reactant,558_MA-TS_40-41,558_MA-TS_40-41_Product,-2680.84760286,-2680.84258619,-2680.8492422,-2680.203429,-2680.195909,-2680.202489,3.15,4.18,-1.03,4.72,4.13,0.59
559_MA-TS_40-41_Reactant,559_MA-TS_40-41,559_MA-TS_40-41_Product,-2680.84553144,-2680.83804335,-2680.8477107,-2680.201355,-2680.190003,-2680.19886,4.7,6.07,-1.37,7.12,5.56,1.57
564_MA-TS_40-41_Reactant,564_MA-TS_40-41,564_MA-TS_40-41_Product,-2621.01184768,-2620.99207953,-2620.99909938,-2620.327704,-2620.309192,-2620.316224,12.4,4.41,8.0,11.62,4.41,7.2
567_MA-TS_35-36_Reactant,567_MA-TS_35-36,567_MA-TS_35-36_Product,-2774.8180259,-2774.80390399,-2774.8227307,-2774.226274,-2774.207821,-2774.224017,8.86,11.81,-2.95,11.58,10.16,1.42
568_MA-TS_2-3_Reactant,568_MA-TS_2-3,568_MA-TS_2-3_Product,-2429.64123634,-2429.62654149,-2429.63831362,-2429.076608,-2429.060951,-2429.071059,9.22,7.39,1.83,9.82,6.34,3.48
571_MA-TS_31-32_Reactant,571_MA-TS_31-32,571_MA-TS_31-32_Product,-2284.83547282,-2284.82513408,-2284.83003783,-2284.22748,-2284.211463,-2284.215286,6.49,3.08,3.41,10.05,2.4,7.65
573_MA-TS_32-33_Reactant,573_MA-TS_32-33,573_MA-TS_32-33_Product,-2284.85477488,-2284.83439733,-2284.84121003,-2284.249969,-2284.227407,-2284.230128,12.79,4.28,8.51,14.16,1.71,12.45
574_MA-TS_31-32_Reactant,574_MA-TS_31-32,574_MA-TS_31-32_Product,-2284.80971859,-2284.78589484,-2284.78627259,-2284.204516,-2284.178695,-2284.179428,14.95,0.24,14.71,16.2,0.46,15.74
578_MA-TS_36-37_Reactant,578_MA-TS_36-37,578_MA-TS_36-37_Product,-2476.38131897,-2476.35977572,-2476.38006838,-2475.727414,-2475.704261,-2475.721836,13.52,12.73,0.78,14.53,11.03,3.5
587_MA-TS_34-35_Reactant,587_MA-TS_34-35,587_MA-TS_34-35_Product,-2358.5557575,-2358.53405864,-2358.53682083,-2357.985485,-2357.959597,-2357.962396,13.62,1.73,11.88,16.24,1.76,14.49
588_MA-TS_35-36_Reactant,588_MA-TS_35-36,588_MA-TS_35-36_Product,-2397.80729002,-2397.78665613,-2397.79149213,-2397.212509,-2397.190033,-2397.194386,12.95,3.03,9.91,14.1,2.73,11.37
589_MA-TS_36-37_Reactant,589_MA-TS_36-37,589_MA-TS_36-37_Product,-2437.11906242,-2437.10978229,-2437.12038176,-2436.490093,-2436.477867,-2436.488088,5.82,6.65,-0.83,7.67,6.41,1.26
591_MA-TS_36-37_Reactant,591_MA-TS_36-37,591_MA-TS_36-37_Product,-2437.11224313,-2437.08412614,-2437.08423872,-2436.481121,-2436.451777,-2436.45134,17.64,0.07,17.57,18.41,-0.27,18.69
592_MA-TS_39-40_Reactant,592_MA-TS_39-40,592_MA-TS_39-40_Product,-2553.73323455,-2553.71792252,-2553.71931184,-2553.03758,-2553.01996,-2553.019654,9.61,0.87,8.74,11.06,-0.19,11.25
593_MA-TS_30-31_Reactant,593_MA-TS_30-31,593_MA-TS_30-31_Product,-2206.30448792,-2206.28835793,-2206.29057309,-2205.750828,-2205.729492,-2205.730486,10.12,1.39,8.73,13.39,0.62,12.76
594_MA-TS_29-30_Reactant,594_MA-TS_29-30,594_MA-TS_29-30_Product,-2206.25007187,-2206.23634277,-2206.24762311,-2205.700862,-2205.688989,-2205.69586,8.62,7.08,1.54,7.45,4.31,3.14
599_MA-TS_33-34_Reactant,599_MA-TS_33-34,599_MA-TS_33-34_Product,-2488.72753077,-2488.71078894,-2488.71365898,-2488.179778,-2488.162473,-2488.165608,10.51,1.8,8.7,10.86,1.97,8.89
600_MA-TS_23-24_Reactant,600_MA-TS_23-24,600_MA-TS_23-24_Product,-2839.8708176,-2839.85744488,-2839.86874152,-2839.222217,-2839.209594,-2839.215308,8.39,7.09,1.3,7.92,3.59,4.34
601_MA-TS_23-24_Reactant,601_MA-TS_23-24,601_MA-TS_23-24_Product,-2419.68336326,-2419.64690959,-2419.64843493,-2418.994702,-2418.958223,-2418.960452,22.88,0.96,21.92,22.89,1.4,21.49
608_MA-TS_42-43_Reactant,608_MA-TS_42-43,608_MA-TS_42-43_Product,-3844.94262763,-3844.9422268,-3844.95653339,-3844.361445,-3844.358678,-3844.371615,0.25,8.98,-8.73,1.74,8.12,-6.38
609_MA-TS_39-40_Reactant,609_MA-TS_39-40,609_MA-TS_39-40_Product,-2851.11616591,-2851.11334081,-2851.12228297,-2850.498711,-2850.491013,-2850.500262,1.77,5.61,-3.84,4.83,5.8,-0.97
610_MA-TS_16-17_Reactant,610_MA-TS_16-17,610_MA-TS_16-17_Product,-2155.41724947,-2155.40800338,-2155.41107097,-2154.919714,-2154.902997,-2154.907467,5.8,1.92,3.88,10.49,2.8,7.69
618_MA-TS_33-34_Reactant,618_MA-TS_33-34,618_MA-TS_33-34_Product,-2758.81420008,-2758.80166949,-2758.82117857,-2758.263398,-2758.249362,-2758.265893,7.86,12.24,-4.38,8.81,10.37,-1.57
620_MA-TS_26-27_Reactant,620_MA-TS_26-27,620_MA-TS_26-27_Product,-2486.2966583,-2486.29193133,-2486.31169993,-2485.903764,-2485.898716,-2485.914961,2.97,12.4,-9.44,3.17,10.19,-7.03
622_MA-TS_28-29_Reactant,622_MA-TS_28-29,622_MA-TS_28-29_Product,-2684.56334903,-2684.55302252,-2684.58715526,-2684.18531,-2684.174268,-2684.206998,6.48,21.42,-14.94,6.93,20.54,-13.61
626_MA-TS_34-35_Reactant,626_MA-TS_34-35,626_MA-TS_34-35_Product,-2814.12865757,-2814.11550375,-2814.14979975,-2813.56412,-2813.546015,-2813.579289,8.25,21.52,-13.27,11.36,20.88,-9.52
628_MA-TS_31-32_Reactant,628_MA-TS_31-32,628_MA-TS_31-32_Product,-2717.33828019,-2717.32794197,-2717.35181524,-2716.847315,-2716.833688,-2716.855336,6.49,14.98,-8.49,8.55,13.58,-5.03
638_MA-TS_37-38_Reactant,638_MA-TS_37-38,638_MA-TS_37-38_Product,-2966.60243177,-2966.58694164,-2966.62965308,-2966.009968,-2965.994499,-2966.025046,9.72,26.8,-17.08,9.71,19.17,-9.46
642_MA-TS_35-36_Reactant,642_MA-TS_35-36,642_MA-TS_35-36_Product,-2415.92619717,-2415.91668458,-2415.94604017,-2415.311077,-2415.302472,-2415.327155,5.97,18.42,-12.45,5.4,15.49,-10.09
647_MA-TS_33-34_Reactant,647_MA-TS_33-34,647_MA-TS_33-34_Product,-2338.63464534,-2338.62451244,-2338.64931159,-2338.046859,-2338.033743,-2338.056475,6.36,15.56,-9.2,8.23,14.26,-6.03
650_MA-TS_29-30_Reactant,650_MA-TS_29-30,650_MA-TS_29-30_Product,-2222.33683931,-2222.31718797,-2222.31863784,-2221.79511,-2221.769235,-2221.770565,12.33,0.91,11.42,16.24,0.83,15.4
657_MA-TS_33-34_Reactant,657_MA-TS_33-34,657_MA-TS_33-34_Product,-2342.35645839,-2342.33531149,-2342.34034072,-2341.698454,-2341.673475,-2341.677099,13.27,3.16,10.11,15.67,2.27,13.4
659_MA-TS_37-38_Reactant,659_MA-TS_37-38,659_MA-TS_37-38_Product,-2417.52228035,-2417.49423447,-2417.50358229,-2416.861044,-2416.833793,-2416.839297,17.6,5.87,11.73,17.1,3.45,13.65
661_MA-TS_38-39_Reactant,661_MA-TS_38-39,661_MA-TS_38-39_Product,-2516.63203249,-2516.60780057,-2516.62186461,-2515.984701,-2515.954009,-2515.965061,15.21,8.83,6.38,19.26,6.94,12.32
663_MA-TS_21-22_Reactant,663_MA-TS_21-22,663_MA-TS_21-22_Product,-1837.85294613,-1837.83848775,-1837.84103808,-1837.445471,-1837.4289,-1837.43148,9.07,1.6,7.47,10.4,1.62,8.78
666_MA-TS_28-29_Reactant,666_MA-TS_28-29,666_MA-TS_28-29_Product,-2167.7789026,-2167.75850137,-2167.77699665,-2167.308381,-2167.284684,-2167.301444,12.8,11.61,1.2,14.87,10.52,4.35
672_MA-TS_37-38_Reactant,672_MA-TS_37-38,672_MA-TS_37-38_Product,-2530.75476886,-2530.72744414,-2530.72844517,-2530.084808,-2530.056229,-2530.058428,17.15,0.63,16.52,17.93,1.38,16.55
673_MA-TS_33-34_Reactant,673_MA-TS_33-34,673_MA-TS_33-34_Product,-2354.95642145,-2354.92312713,-2354.93344172,-2354.360279,-2354.331466,-2354.339904,20.89,6.47,14.42,18.08,5.29,12.79
677_MA-TS_25-26_Reactant,677_MA-TS_25-26,677_MA-TS_25-26_Product,-5721.84480513,-5721.82778513,-5721.83844917,-5721.080321,-5721.068443,-5721.075782,10.68,6.69,3.99,7.45,4.61,2.85
678_MA-TS_22-23_Reactant,678_MA-TS_22-23,678_MA-TS_22-23_Product,-3350.41172931,-3350.40364139,-3350.4173823,-3349.688583,-3349.681023,-3349.695539,5.08,8.62,-3.55,4.74,9.11,-4.36
680_MA-TS_5-6_Reactant,680_MA-TS_5-6,680_MA-TS_5-6_Product,-3276.45015939,-3276.43331958,-3276.44231173,-3275.705941,-3275.693233,-3275.701029,10.57,5.64,4.92,7.97,4.89,3.08
681_MA-TS_24-25_Reactant,681_MA-TS_24-25,681_MA-TS_24-25_Product,-3208.39226951,-3208.37440756,-3208.38255582,-3207.65184,-3207.63674,-3207.645331,11.21,5.11,6.1,9.48,5.39,4.08
682_MA-TS_23-24_Reactant,682_MA-TS_23-24,682_MA-TS_23-24_Product,-3708.1903148,-3708.19030402,-3708.19575939,-3707.495148,-3707.493998,-3707.497611,0.01,3.42,-3.42,0.72,2.27,-1.55
683_MA-TS_5-6_Reactant,683_MA-TS_5-6,683_MA-TS_5-6_Product,-2298.39482554,-2298.37531193,-2298.39079833,-2298.000479,-2297.984286,-2297.999025,12.24,9.72,2.53,10.16,9.25,0.91
685_MA-TS_24-25_Reactant,685_MA-TS_24-25,685_MA-TS_24-25_Product,-5682.55762537,-5682.5411862,-5682.5504714,-5681.819663,-5681.807123,-5681.814503,10.32,5.83,4.49,7.87,4.63,3.24
687_MA-TS_22-23_Reactant,687_MA-TS_22-23,687_MA-TS_22-23_Product,-3245.25889191,-3245.24994634,-3245.26356239,-3244.544655,-3244.536153,-3244.548514,5.61,8.54,-2.93,5.34,7.76,-2.42
688_MA-TS_23-24_Reactant,688_MA-TS_23-24,688_MA-TS_23-24_Product,-6077.18653553,-6077.18147073,-6077.20216895,-6076.515708,-6076.506956,-6076.524206,3.18,12.99,-9.81,5.49,10.82,-5.33
692_MA-TS_25-26_Reactant,692_MA-TS_25-26,692_MA-TS_25-26_Product,-3607.96979746,-3607.96728459,-3607.98433247,-3607.215227,-3607.211308,-3607.227927,1.58,10.7,-9.12,2.46,10.43,-7.97
697_MA-TS_25-26_Reactant,697_MA-TS_25-26,697_MA-TS_25-26_Product,-3247.65212458,-3247.6500601,-3247.66084992,-3246.895111,-3246.888456,-3246.899406,1.3,6.77,-5.48,4.18,6.87,-2.7
700_MA-TS_24-25_Reactant,700_MA-TS_24-25,700_MA-TS_24-25_Product,-3568.7136837,-3568.70633423,-3568.72067204,-3567.978447,-3567.971085,-3567.986093,4.61,9.0,-4.39,4.62,9.42,-4.8
702_MA-TS_35-36_Reactant,702_MA-TS_35-36,702_MA-TS_35-36_Product,-2417.68032117,-2417.64862839,-2417.67077177,-2417.091944,-2417.061915,-2417.080854,19.89,13.9,5.99,18.84,11.88,6.96
703_MA-TS_34-35_Reactant,703_MA-TS_34-35,703_MA-TS_34-35_Product,-2416.43278961,-2416.4219546,-2416.43481679,-2415.863912,-2415.850696,-2415.860269,6.8,8.07,-1.27,8.29,6.01,2.29
704_MA-TS_34-35_Reactant,704_MA-TS_34-35,704_MA-TS_34-35_Product,-2378.39980652,-2378.36609161,-2378.36801567,-2377.840211,-2377.811017,-2377.813168,21.16,1.21,19.95,18.32,1.35,16.97
706_MA-TS_34-35_Reactant,706_MA-TS_34-35,706_MA-TS_34-35_Product,-2378.39169901,-2378.37308841,-2378.38321412,-2377.83127,-2377.811276,-2377.821141,11.68,6.35,5.32,12.55,6.19,6.36
707_MA-TS_35-36_Reactant,707_MA-TS_35-36,707_MA-TS_35-36_Product,-2456.96466106,-2456.95147219,-2456.95349234,-2456.345743,-2456.329617,-2456.330694,8.28,1.27,7.01,10.12,0.68,9.44
710_MA-TS_36-37_Reactant,710_MA-TS_36-37,710_MA-TS_36-37_Product,-2416.46644704,-2416.45143614,-2416.45440629,-2415.896288,-2415.876626,-2415.878559,9.42,1.86,7.56,12.34,1.21,11.13
711_MA-TS_33-34_Reactant,711_MA-TS_33-34,711_MA-TS_33-34_Product,-2378.41029672,-2378.39382749,-2378.39723526,-2377.843432,-2377.822905,-2377.825107,10.33,2.14,8.2,12.88,1.38,11.5
712_MA-TS_33-34_Reactant,712_MA-TS_33-34,712_MA-TS_33-34_Product,-2289.69242174,-2289.66771885,-2289.66924514,-2289.080365,-2289.050972,-2289.052493,15.5,0.96,14.54,18.44,0.95,17.49
714_MA-TS_35-36_Reactant,714_MA-TS_35-36,714_MA-TS_35-36_Product,-2368.26719094,-2368.24482378,-2368.24723728,-2367.59543,-2367.572685,-2367.57369,14.04,1.51,12.52,14.27,0.63,13.64
