Reactant,Datapoint,Product,deTSR_refDZ,deTSP_refDZ,dePR_refDZ,dGTSR_refDZ,dGTSP_refDZ,dGPR_refDZ,deTSR_PM7,deTSP_PM7,dePR_PM7,dGTSR_PM7,dGTSP_PM7,dGPR_PM7
2002_MA-TS_5-6_Reactant,2002_MA-TS_5-6,2002_MA-TS_5-6_Product,9.79,4.07,5.72,10.41,2.42,7.99,2.75,10.62,-7.87,1.52,8.8,-7.28
2003_MA-TS_5-6_Reactant,2003_MA-TS_5-6,2003_MA-TS_5-6_Product,18.71,8.3,10.42,16.95,6.46,10.5,-485.11,-479.62,-5.49,10.2,14.35,-4.15
2004_MA-TS_5-6_Reactant,2004_MA-TS_5-6,2004_MA-TS_5-6_Product,24.81,1.66,23.15,24.48,2.1,22.38,9.91,3.45,6.46,9.74,3.28,6.46
2007_MA-TS_5-6_Reactant,2007_MA-TS_5-6,2007_MA-TS_5-6_Product,15.27,8.93,6.33,16.14,9.29,6.85,9.81,16.76,-6.95,9.72,17.22,-7.49
2008_MA-TS_5-6_Reactant,2008_MA-TS_5-6,2008_MA-TS_5-6_Product,14.23,8.82,5.41,14.87,7.4,7.48,9.28,18.45,-9.17,10.92,18.47,-7.54
2016_MA-TS_5-6_Reactant,2016_MA-TS_5-6,2016_MA-TS_5-6_Product,11.21,3.75,7.46,12.63,2.45,10.18,2.53,9.81,-7.28,2.62,13.23,-10.61
2018_MA-TS_5-6_Reactant,2018_MA-TS_5-6,2018_MA-TS_5-6_Product,10.81,5.76,5.06,12.94,5.54,7.4,3.71,11.65,-7.94,6.33,10.08,-3.75
2019_MA-TS_5-6_Reactant,2019_MA-TS_5-6,2019_MA-TS_5-6_Product,24.33,2.64,21.7,29.97,2.82,27.15,8.18,5.27,2.91,9.19,4.88,4.31
2020_MA-TS_5-6_Reactant,2020_MA-TS_5-6,2020_MA-TS_5-6_Product,24.08,5.84,18.24,20.61,3.8,16.82,19.59,9.23,10.36,20.92,6.19,14.73
2022_MA-TS_5-6_Reactant,2022_MA-TS_5-6,2022_MA-TS_5-6_Product,14.15,1.37,12.78,15.66,1.49,14.16,-2.82,3.51,-6.32,0.05,3.02,-2.97
2023_MA-TS_7-8_Reactant,2023_MA-TS_7-8,2023_MA-TS_7-8_Product,6.86,12.5,-5.64,7.43,8.01,-0.58,0.38,17.54,-17.17,-0.53,14.82,-15.35
2027_MA-TS_7-8_Reactant,2027_MA-TS_7-8,2027_MA-TS_7-8_Product,6.0,2.44,3.56,9.24,2.62,6.62,-3.59,8.29,-11.88,-0.69,6.5,-7.19
2029_MA-TS_7-8_Reactant,2029_MA-TS_7-8,2029_MA-TS_7-8_Product,17.35,9.31,8.04,16.9,9.94,6.96,3.68,12.04,-8.36,4.68,4.2,0.48
2031_MA-TS_7-8_Reactant,2031_MA-TS_7-8,2031_MA-TS_7-8_Product,3.45,0.2,3.25,3.86,0.99,2.88,-3.11,3.24,-6.35,-5.22,2.16,-7.38
2032_MA-TS_7-8_Reactant,2032_MA-TS_7-8,2032_MA-TS_7-8_Product,20.59,10.16,10.43,20.39,8.38,12.01,6.75,11.29,-4.54,10.68,14.23,-3.55
2033_MA-TS_7-8_Reactant,2033_MA-TS_7-8,2033_MA-TS_7-8_Product,18.54,8.48,10.06,16.76,8.59,8.16,9.87,14.71,-4.84,9.19,10.36,-1.17
2035_MA-TS_7-8_Reactant,2035_MA-TS_7-8,2035_MA-TS_7-8_Product,1.69,6.09,-4.4,3.47,5.63,-2.16,-1.3,12.1,-13.41,2.12,13.1,-10.98
2036_MA-TS_7-8_Reactant,2036_MA-TS_7-8,2036_MA-TS_7-8_Product,12.8,1.43,11.37,13.19,1.17,12.02,6.26,6.11,0.14,7.95,6.93,1.02
2037_MA-TS_7-8_Reactant,2037_MA-TS_7-8,2037_MA-TS_7-8_Product,17.15,10.25,6.9,14.52,8.27,6.25,4.89,15.59,-10.7,5.0,10.36,-5.36
2038_MA-TS_7-8_Reactant,2038_MA-TS_7-8,2038_MA-TS_7-8_Product,5.81,0.31,5.49,9.47,0.75,8.71,0.54,3.49,-2.95,1.06,2.7,-1.65
2039_MA-TS_7-8_Reactant,2039_MA-TS_7-8,2039_MA-TS_7-8_Product,0.81,7.61,-6.8,1.46,8.55,-7.09,-0.64,18.24,-18.88,-1.5,17.73,-19.23
2046_MA-TS_7-8_Reactant,2046_MA-TS_7-8,2046_MA-TS_7-8_Product,3.38,22.45,-19.07,4.28,20.74,-16.46,-0.77,32.5,-33.27,-2.4,26.47,-28.87
2049_MA-TS_11-12_Reactant,2049_MA-TS_11-12,2049_MA-TS_11-12_Product,11.22,3.63,7.59,12.85,4.17,8.67,11.62,6.54,5.08,12.03,5.68,6.35
2053_MA-TS_4-5_Reactant,2053_MA-TS_4-5,2053_MA-TS_4-5_Product,12.78,9.9,2.89,12.92,7.12,5.81,-8.18,3.32,-11.5,-6.99,0.78,-7.76
2057_MA-TS_4-5_Reactant,2057_MA-TS_4-5,2057_MA-TS_4-5_Product,4.65,5.76,-1.11,7.56,5.84,1.72,-0.14,10.97,-11.11,1.36,8.45,-7.09
2059_MA-TS_5-6_Reactant,2059_MA-TS_5-6,2059_MA-TS_5-6_Product,5.02,2.96,2.05,8.6,2.54,6.06,3.2,8.0,-4.81,3.72,7.29,-3.57
2061_MA-TS_7-8_Reactant,2061_MA-TS_7-8,2061_MA-TS_7-8_Product,9.82,1.12,8.69,12.46,1.24,11.22,8.58,4.07,4.52,10.79,2.16,8.62
2065_MA-TS_8-9_Reactant,2065_MA-TS_8-9,2065_MA-TS_8-9_Product,9.65,11.28,-1.63,10.63,12.17,-1.54,-518.02,-502.74,-15.28,8.46,20.12,-11.66
2066_MA-TS_5-6_Reactant,2066_MA-TS_5-6,2066_MA-TS_5-6_Product,11.88,10.2,1.68,11.77,9.43,2.33,94.12,-377.48,471.6,11.86,25.9,-14.03
2068_MA-TS_4-5_Reactant,2068_MA-TS_4-5,2068_MA-TS_4-5_Product,20.63,14.47,6.16,20.41,12.21,8.2,149.84,-376.49,526.33,14.75,27.45,-12.69
2071_MA-TS_23-24_Reactant,2071_MA-TS_23-24,2071_MA-TS_23-24_Product,10.02,10.5,-0.47,10.34,7.3,3.03,2.74,17.31,-14.58,4.1,16.22,-12.13
2072_MA-TS_23-24_Reactant,2072_MA-TS_23-24,2072_MA-TS_23-24_Product,4.97,0.23,4.74,6.88,0.91,5.97,-3.38,1.84,-5.23,-2.27,2.08,-4.34
2113_MA-TS_5-6_Reactant,2113_MA-TS_5-6,2113_MA-TS_5-6_Product,0.98,9.11,-8.13,1.97,7.73,-5.75,-3.11,14.41,-17.52,-1.43,14.58,-16.01
2116_MA-TS_5-6_Reactant,2116_MA-TS_5-6,2116_MA-TS_5-6_Product,13.67,1.72,11.94,14.12,1.1,13.02,1.36,5.42,-4.06,1.23,3.58,-2.35
2117_MA-TS_5-6_Reactant,2117_MA-TS_5-6,2117_MA-TS_5-6_Product,1.37,3.19,-1.82,3.83,4.34,-0.51,-2.57,9.41,-11.98,-2.93,8.49,-11.42
2121_MA-TS_5-6_Reactant,2121_MA-TS_5-6,2121_MA-TS_5-6_Product,10.71,8.66,2.05,11.39,5.56,5.83,3.47,11.87,-8.4,6.25,12.51,-6.25
2122_MA-TS_5-6_Reactant,2122_MA-TS_5-6,2122_MA-TS_5-6_Product,1.63,8.03,-6.4,3.53,7.63,-4.1,-3.11,12.43,-15.55,-1.67,9.09,-10.76
2126_MA-TS_5-6_Reactant,2126_MA-TS_5-6,2126_MA-TS_5-6_Product,5.42,6.53,-1.1,5.93,6.37,-0.44,-2.25,10.33,-12.58,0.1,9.67,-9.58
2127_MA-TS_5-6_Reactant,2127_MA-TS_5-6,2127_MA-TS_5-6_Product,7.94,8.75,-0.8,9.08,6.31,2.76,-3.52,9.12,-12.64,-0.75,6.44,-7.19
2129_MA-TS_5-6_Reactant,2129_MA-TS_5-6,2129_MA-TS_5-6_Product,0.94,3.67,-2.73,3.15,3.24,-0.09,-2.35,10.58,-12.93,-4.03,6.77,-10.8
2132_MA-TS_5-6_Reactant,2132_MA-TS_5-6,2132_MA-TS_5-6_Product,17.93,20.86,-2.93,15.92,15.3,0.62,3.96,25.04,-21.08,7.17,25.1,-17.92
2134_MA-TS_5-6_Reactant,2134_MA-TS_5-6,2134_MA-TS_5-6_Product,9.48,9.39,0.08,11.38,9.26,2.12,1.18,19.36,-18.18,4.59,18.21,-13.63
2137_MA-TS_5-6_Reactant,2137_MA-TS_5-6,2137_MA-TS_5-6_Product,9.65,7.38,2.27,11.42,6.78,4.65,-6.31,10.82,-17.13,-6.46,10.85,-17.31
2138_MA-TS_5-6_Reactant,2138_MA-TS_5-6,2138_MA-TS_5-6_Product,9.72,10.06,-0.34,12.23,8.42,3.81,-1.87,15.2,-17.07,-1.77,15.07,-16.84
2140_MA-TS_5-6_Reactant,2140_MA-TS_5-6,2140_MA-TS_5-6_Product,7.93,4.3,3.63,11.18,4.21,6.97,-1.04,9.58,-10.62,0.8,8.31,-7.51
2141_MA-TS_5-6_Reactant,2141_MA-TS_5-6,2141_MA-TS_5-6_Product,3.87,6.58,-2.7,5.18,5.32,-0.14,-5.29,11.31,-16.59,-5.67,10.11,-15.79
2142_MA-TS_5-6_Reactant,2142_MA-TS_5-6,2142_MA-TS_5-6_Product,1.57,2.68,-1.11,3.14,2.49,0.66,-2.5,8.21,-10.71,-2.84,5.97,-8.81
2144_MA-TS_5-6_Reactant,2144_MA-TS_5-6,2144_MA-TS_5-6_Product,7.72,5.51,2.22,10.11,5.5,4.6,-0.57,10.7,-11.27,0.62,10.49,-9.87
2146_MA-TS_5-6_Reactant,2146_MA-TS_5-6,2146_MA-TS_5-6_Product,11.62,11.38,0.24,15.09,11.47,3.62,1.63,15.2,-13.57,0.71,12.38,-11.66
2154_MA-TS_5-6_Reactant,2154_MA-TS_5-6,2154_MA-TS_5-6_Product,34.9,9.3,25.6,34.24,9.3,24.94,16.47,13.95,2.51,16.69,14.72,1.97
2227_MA-TS_5-6_Reactant,2227_MA-TS_5-6,2227_MA-TS_5-6_Product,1.92,2.57,-0.65,3.52,2.77,0.75,-3.45,8.0,-11.45,0.83,8.21,-7.38
2229_MA-TS_5-6_Reactant,2229_MA-TS_5-6,2229_MA-TS_5-6_Product,16.1,4.93,11.17,17.7,4.29,13.41,1.47,5.91,-4.44,1.65,6.2,-4.56
2230_MA-TS_5-6_Reactant,2230_MA-TS_5-6,2230_MA-TS_5-6_Product,11.62,10.24,1.38,13.22,10.04,3.18,-1.94,9.09,-11.03,-1.71,11.38,-13.09
2233_MA-TS_5-6_Reactant,2233_MA-TS_5-6,2233_MA-TS_5-6_Product,11.15,4.74,6.42,11.49,3.8,7.69,2.18,10.1,-7.92,4.53,7.82,-3.29
2238_MA-TS_5-6_Reactant,2238_MA-TS_5-6,2238_MA-TS_5-6_Product,15.85,7.69,8.16,17.2,6.24,10.96,7.26,12.15,-4.88,9.39,11.33,-1.94
2240_MA-TS_5-6_Reactant,2240_MA-TS_5-6,2240_MA-TS_5-6_Product,5.28,4.5,0.78,5.27,2.41,2.87,-3.54,7.94,-11.48,-0.71,8.86,-9.58
2242_MA-TS_5-6_Reactant,2242_MA-TS_5-6,2242_MA-TS_5-6_Product,13.86,2.06,11.8,15.05,1.09,13.96,1.37,8.68,-7.32,3.72,7.69,-3.97
2244_MA-TS_5-6_Reactant,2244_MA-TS_5-6,2244_MA-TS_5-6_Product,6.11,0.36,5.75,10.25,0.93,9.32,-2.28,3.45,-5.74,0.08,2.27,-2.19
2245_MA-TS_5-6_Reactant,2245_MA-TS_5-6,2245_MA-TS_5-6_Product,4.38,0.11,4.27,5.32,0.01,5.31,-4.53,2.0,-6.53,-3.65,0.21,-3.87
2246_MA-TS_5-6_Reactant,2246_MA-TS_5-6,2246_MA-TS_5-6_Product,0.78,4.64,-3.86,2.85,4.67,-1.83,-2.84,12.32,-15.16,-1.31,13.91,-15.22
2247_MA-TS_5-6_Reactant,2247_MA-TS_5-6,2247_MA-TS_5-6_Product,4.05,5.18,-1.13,6.81,4.5,2.31,-2.64,9.61,-12.25,0.65,6.43,-5.78
2257_MA-TS_5-6_Reactant,2257_MA-TS_5-6,2257_MA-TS_5-6_Product,6.32,7.3,-0.98,7.61,6.56,1.05,-0.82,11.87,-12.69,0.48,10.76,-10.27
2263_MA-TS_5-6_Reactant,2263_MA-TS_5-6,2263_MA-TS_5-6_Product,5.55,5.37,0.18,7.92,4.58,3.34,-4.89,6.83,-11.72,-3.46,1.4,-4.86
2264_MA-TS_5-6_Reactant,2264_MA-TS_5-6,2264_MA-TS_5-6_Product,8.74,11.99,-3.25,9.86,11.22,-1.36,-0.2,20.67,-20.86,-0.5,17.7,-18.2
2265_MA-TS_5-6_Reactant,2265_MA-TS_5-6,2265_MA-TS_5-6_Product,7.45,7.53,-0.08,9.67,6.06,3.61,-2.62,11.41,-14.03,1.12,14.0,-12.88
2315_MA-TS_5-6_Reactant,2315_MA-TS_5-6,2315_MA-TS_5-6_Product,8.48,7.64,0.83,11.41,5.93,5.49,0.89,11.16,-10.27,3.19,11.59,-8.39
2316_MA-TS_5-6_Reactant,2316_MA-TS_5-6,2316_MA-TS_5-6_Product,3.78,6.68,-2.9,5.1,6.11,-1.01,-5.41,11.54,-16.95,-4.69,10.24,-14.93
2320_MA-TS_5-6_Reactant,2320_MA-TS_5-6,2320_MA-TS_5-6_Product,9.15,4.47,4.68,12.88,3.94,8.94,0.13,7.28,-7.15,-0.31,6.7,-7.01
2409_MA-TS_29-30_Reactant,2409_MA-TS_29-30,2409_MA-TS_29-30_Product,11.93,12.51,-0.57,13.26,10.07,3.19,4.53,17.76,-13.22,8.46,15.76,-7.31
2410_MA-TS_29-30_Reactant,2410_MA-TS_29-30,2410_MA-TS_29-30_Product,13.05,0.85,12.2,16.19,0.85,15.34,2.58,4.74,-2.16,4.6,6.37,-1.77
2413_MA-TS_30-31_Reactant,2413_MA-TS_30-31,2413_MA-TS_30-31_Product,7.33,0.51,6.82,9.0,0.82,8.18,-4.3,3.34,-7.65,-0.65,2.4,-3.05
2415_MA-TS_29-30_Reactant,2415_MA-TS_29-30,2415_MA-TS_29-30_Product,7.28,0.05,7.22,10.77,0.16,10.61,-0.22,1.55,-1.77,4.4,2.78,1.61
2416_MA-TS_31-32_Reactant,2416_MA-TS_31-32,2416_MA-TS_31-32_Product,8.41,8.0,0.4,11.17,6.63,4.54,-3.95,10.41,-14.36,-2.93,8.83,-11.76
2417_MA-TS_32-33_Reactant,2417_MA-TS_32-33,2417_MA-TS_32-33_Product,7.11,1.61,5.5,8.64,1.82,6.82,-1.34,4.37,-5.71,-1.58,3.69,-5.27
2420_MA-TS_31-32_Reactant,2420_MA-TS_31-32,2420_MA-TS_31-32_Product,11.76,7.6,4.16,13.93,6.36,7.57,6.96,17.62,-10.66,6.62,15.34,-8.73
2421_MA-TS_23-24_Reactant,2421_MA-TS_23-24,2421_MA-TS_23-24_Product,21.06,5.41,15.64,19.47,6.16,13.31,6.32,5.6,0.72,5.95,2.01,3.94
2422_MA-TS_6-7_Reactant,2422_MA-TS_6-7,2422_MA-TS_6-7_Product,11.42,0.83,10.59,9.95,1.96,7.99,4.81,4.89,-0.08,5.81,1.77,4.03
2426_MA-TS_29-30_Reactant,2426_MA-TS_29-30,2426_MA-TS_29-30_Product,8.95,0.92,8.03,11.02,-0.21,11.23,1.1,7.68,-6.58,3.06,3.92,-0.86
2427_MA-TS_32-33_Reactant,2427_MA-TS_32-33,2427_MA-TS_32-33_Product,6.7,1.83,4.87,8.98,1.98,7.0,1.64,4.63,-2.99,1.7,2.67,-0.96
2429_MA-TS_32-33_Reactant,2429_MA-TS_32-33,2429_MA-TS_32-33_Product,19.23,11.89,7.35,18.38,8.61,9.78,-1.96,9.82,-11.78,-1.27,8.8,-10.07
2446_MA-TS_5-6_Reactant,2446_MA-TS_5-6,2446_MA-TS_5-6_Product,8.53,0.57,7.96,10.75,1.01,9.74,0.3,2.64,-2.35,3.41,2.87,0.54
2448_MA-TS_5-6_Reactant,2448_MA-TS_5-6,2448_MA-TS_5-6_Product,1.64,8.61,-6.97,2.35,7.65,-5.3,-8.14,15.47,-23.61,-7.34,14.63,-21.97
2454_MA-TS_7-8_Reactant,2454_MA-TS_7-8,2454_MA-TS_7-8_Product,6.97,5.86,1.11,6.41,3.94,2.47,-0.03,2.13,-2.16,-1.43,0.19,-1.62
2458_MA-TS_6-7_Reactant,2458_MA-TS_6-7,2458_MA-TS_6-7_Product,8.03,4.89,3.13,9.42,5.32,4.1,-1.3,8.21,-9.51,-2.16,4.09,-6.25
2460_MA-TS_20-21_Reactant,2460_MA-TS_20-21,2460_MA-TS_20-21_Product,6.28,12.14,-5.86,7.19,8.66,-1.47,-4.07,17.53,-21.6,-3.18,12.33,-15.52
2462_MA-TS_14-15_Reactant,2462_MA-TS_14-15,2462_MA-TS_14-15_Product,6.69,4.45,2.24,7.4,3.91,3.48,0.79,6.94,-6.16,2.63,6.95,-4.31
2463_MA-TS_14-15_Reactant,2463_MA-TS_14-15,2463_MA-TS_14-15_Product,16.26,2.33,13.92,16.41,1.7,14.71,5.52,3.7,1.82,6.82,2.35,4.47
2465_MA-TS_14-15_Reactant,2465_MA-TS_14-15,2465_MA-TS_14-15_Product,28.02,5.36,22.67,27.92,4.44,23.48,19.14,9.3,9.84,18.58,9.91,8.67
2466_MA-TS_15-16_Reactant,2466_MA-TS_15-16,2466_MA-TS_15-16_Product,20.93,5.51,15.42,19.46,2.61,16.85,15.37,6.26,9.11,15.32,6.29,9.03
2467_MA-TS_14-15_Reactant,2467_MA-TS_14-15,2467_MA-TS_14-15_Product,1.71,6.85,-5.14,3.57,5.49,-1.92,-1.43,13.3,-14.73,-2.48,10.99,-13.47
2468_MA-TS_14-15_Reactant,2468_MA-TS_14-15,2468_MA-TS_14-15_Product,17.65,4.4,13.24,19.79,4.63,15.15,17.2,2.29,14.9,21.79,1.36,20.42
2471_MA-TS_14-15_Reactant,2471_MA-TS_14-15,2471_MA-TS_14-15_Product,4.64,3.77,0.87,5.5,1.74,3.75,-0.73,3.45,-4.18,4.18,6.3,-2.12
2472_MA-TS_14-15_Reactant,2472_MA-TS_14-15,2472_MA-TS_14-15_Product,19.07,3.37,15.69,18.61,1.09,17.52,10.69,6.4,4.29,16.04,9.1,6.95
2473_MA-TS_14-15_Reactant,2473_MA-TS_14-15,2473_MA-TS_14-15_Product,18.87,7.19,11.67,20.0,6.93,13.07,10.83,8.0,2.83,10.42,3.75,6.66
2475_MA-TS_15-16_Reactant,2475_MA-TS_15-16,2475_MA-TS_15-16_Product,24.79,4.25,20.54,24.0,3.34,20.67,17.13,9.65,7.48,19.95,8.9,11.05
2477_MA-TS_14-15_Reactant,2477_MA-TS_14-15,2477_MA-TS_14-15_Product,6.43,2.82,3.61,8.47,1.96,6.5,-0.95,7.68,-8.63,-0.01,7.26,-7.28
2478_MA-TS_14-15_Reactant,2478_MA-TS_14-15,2478_MA-TS_14-15_Product,20.85,3.57,17.28,18.13,3.4,14.73,18.1,9.87,8.23,20.8,8.2,12.6
2480_MA-TS_37-38_Reactant,2480_MA-TS_37-38,2480_MA-TS_37-38_Product,7.57,0.85,6.73,9.56,0.85,8.71,-2.3,3.51,-5.81,0.91,0.5,0.41
2485_MA-TS_34-35_Reactant,2485_MA-TS_34-35,2485_MA-TS_34-35_Product,12.48,3.37,9.11,12.86,2.61,10.25,3.42,6.11,-2.7,2.89,-1.96,4.85
2489_MA-TS_38-39_Reactant,2489_MA-TS_38-39,2489_MA-TS_38-39_Product,18.17,0.24,17.93,18.82,1.28,17.54,7.13,2.72,4.41,7.36,0.87,6.49
2490_MA-TS_39-40_Reactant,2490_MA-TS_39-40,2490_MA-TS_39-40_Product,15.19,3.55,11.63,16.1,3.28,12.82,9.34,7.02,2.32,8.37,7.59,0.78
2491_MA-TS_37-38_Reactant,2491_MA-TS_37-38,2491_MA-TS_37-38_Product,16.59,0.94,15.66,16.52,0.58,15.93,2.87,1.97,0.9,5.38,1.36,4.01
2493_MA-TS_4-5_Reactant,2493_MA-TS_4-5,2493_MA-TS_4-5_Product,9.77,2.04,7.73,12.67,1.83,10.85,4.49,4.98,-0.49,4.25,2.6,1.65
2499_MA-TS_38-39_Reactant,2499_MA-TS_38-39,2499_MA-TS_38-39_Product,7.8,1.43,6.38,9.1,1.64,7.46,-2.29,2.62,-4.91,1.17,2.86,-1.69
2500_MA-TS_38-39_Reactant,2500_MA-TS_38-39,2500_MA-TS_38-39_Product,12.14,1.33,10.81,14.73,1.25,13.48,2.2,7.17,-4.97,1.07,5.13,-4.06
2503_MA-TS_37-38_Reactant,2503_MA-TS_37-38,2503_MA-TS_37-38_Product,8.56,3.84,4.72,10.66,4.37,6.29,-2.69,7.64,-10.33,1.97,7.63,-5.66
2504_MA-TS_34-35_Reactant,2504_MA-TS_34-35,2504_MA-TS_34-35_Product,9.68,3.33,6.35,11.03,3.27,7.75,-1.76,7.18,-8.94,-1.41,6.74,-8.15
2506_MA-TS_35-36_Reactant,2506_MA-TS_35-36,2506_MA-TS_35-36_Product,1.35,2.9,-1.55,2.64,1.79,0.85,-3.18,6.43,-9.61,-0.97,9.89,-10.85
2508_MA-TS_36-37_Reactant,2508_MA-TS_36-37,2508_MA-TS_36-37_Product,15.13,32.7,-17.58,16.35,33.07,-16.72,2.74,33.45,-30.71,3.86,32.97,-29.11
2518_MA-TS_5-6_Reactant,2518_MA-TS_5-6,2518_MA-TS_5-6_Product,22.35,10.9,11.45,21.26,7.63,13.63,10.15,14.25,-4.1,8.76,13.07,-4.31
2519_MA-TS_5-6_Reactant,2519_MA-TS_5-6,2519_MA-TS_5-6_Product,7.42,2.54,4.87,8.72,2.89,5.83,-6.49,6.57,-13.06,-2.88,7.91,-10.8
2520_MA-TS_5-6_Reactant,2520_MA-TS_5-6,2520_MA-TS_5-6_Product,1.58,9.3,-7.71,2.01,9.32,-7.31,-3.38,19.02,-22.4,0.1,22.32,-22.22
2521_MA-TS_5-6_Reactant,2521_MA-TS_5-6,2521_MA-TS_5-6_Product,7.98,8.18,-0.2,10.54,7.38,3.16,-9.18,10.93,-20.11,-3.52,11.87,-15.39
2522_MA-TS_5-6_Reactant,2522_MA-TS_5-6,2522_MA-TS_5-6_Product,7.69,6.87,0.82,10.03,7.41,2.62,-2.43,13.23,-15.66,-5.17,11.76,-16.93
2524_MA-TS_5-6_Reactant,2524_MA-TS_5-6,2524_MA-TS_5-6_Product,6.07,5.42,0.65,7.87,4.8,3.07,-4.29,9.03,-13.31,-3.39,0.66,-4.05
2526_MA-TS_5-6_Reactant,2526_MA-TS_5-6,2526_MA-TS_5-6_Product,8.02,1.07,6.96,13.0,0.52,12.48,0.34,3.15,-2.81,0.23,3.17,-2.94
2527_MA-TS_5-6_Reactant,2527_MA-TS_5-6,2527_MA-TS_5-6_Product,10.59,14.42,-3.83,11.99,11.67,0.32,-4.15,15.77,-19.92,-0.81,14.55,-15.36
2528_MA-TS_5-6_Reactant,2528_MA-TS_5-6,2528_MA-TS_5-6_Product,0.23,6.51,-6.28,1.06,5.56,-4.49,-1.83,9.46,-11.29,-5.36,7.32,-12.68
2529_MA-TS_5-6_Reactant,2529_MA-TS_5-6,2529_MA-TS_5-6_Product,4.05,3.35,0.69,5.33,4.76,0.57,-3.36,12.18,-15.54,0.04,9.88,-9.84
2530_MA-TS_5-6_Reactant,2530_MA-TS_5-6,2530_MA-TS_5-6_Product,19.14,15.91,3.23,17.8,13.16,4.64,7.69,22.82,-15.13,9.04,22.77,-13.73
2537_MA-TS_5-6_Reactant,2537_MA-TS_5-6,2537_MA-TS_5-6_Product,1.54,14.88,-13.34,4.0,13.93,-9.93,-4.07,22.31,-26.37,-2.4,20.46,-22.86
2539_MA-TS_5-6_Reactant,2539_MA-TS_5-6,2539_MA-TS_5-6_Product,7.44,7.83,-0.39,7.09,5.1,1.99,0.54,15.69,-15.15,2.31,12.82,-10.52
2541_MA-TS_5-6_Reactant,2541_MA-TS_5-6,2541_MA-TS_5-6_Product,14.12,12.32,1.8,13.26,11.78,1.47,4.73,18.7,-13.97,6.57,17.97,-11.4
2542_MA-TS_5-6_Reactant,2542_MA-TS_5-6,2542_MA-TS_5-6_Product,0.18,15.3,-15.12,1.14,17.13,-15.99,-2.45,21.22,-23.67,-1.16,17.32,-18.49
2544_MA-TS_5-6_Reactant,2544_MA-TS_5-6,2544_MA-TS_5-6_Product,8.07,16.68,-8.61,7.6,15.59,-8.0,-0.42,21.87,-22.29,2.75,20.8,-18.05
2545_MA-TS_5-6_Reactant,2545_MA-TS_5-6,2545_MA-TS_5-6_Product,1.03,11.39,-10.36,1.1,10.07,-8.98,-2.22,16.3,-18.52,0.52,16.71,-16.19
2547_MA-TS_5-6_Reactant,2547_MA-TS_5-6,2547_MA-TS_5-6_Product,5.66,7.43,-1.77,5.51,7.24,-1.73,0.73,13.61,-12.89,-1.43,12.12,-13.55
2551_MA-TS_5-6_Reactant,2551_MA-TS_5-6,2551_MA-TS_5-6_Product,8.94,9.96,-1.02,7.81,8.3,-0.49,-2.05,16.02,-18.07,-6.22,6.63,-12.85
2552_MA-TS_5-6_Reactant,2552_MA-TS_5-6,2552_MA-TS_5-6_Product,0.53,5.35,-4.83,1.71,4.36,-2.65,-2.41,9.78,-12.19,-1.23,8.49,-9.72
2553_MA-TS_5-6_Reactant,2553_MA-TS_5-6,2553_MA-TS_5-6_Product,1.89,14.33,-12.44,3.43,12.67,-9.24,-4.42,19.89,-24.31,-2.87,14.86,-17.73
2556_MA-TS_3-4_Reactant,2556_MA-TS_3-4,2556_MA-TS_3-4_Product,35.57,18.08,17.49,30.64,15.53,15.11,255.07,306.05,-50.98,26.13,28.84,-2.71
2559_MA-TS_2-3_Reactant,2559_MA-TS_2-3,2559_MA-TS_2-3_Product,11.12,3.96,7.16,14.56,4.37,10.19,48.19,150.16,-101.97,6.63,14.59,-7.96
2560_MA-TS_33-34_Reactant,2560_MA-TS_33-34,2560_MA-TS_33-34_Product,12.62,10.82,1.81,14.38,8.58,5.8,15.82,81.68,-65.86,0.47,8.31,-7.84
2561_MA-TS_2-3_Reactant,2561_MA-TS_2-3,2561_MA-TS_2-3_Product,29.58,12.16,17.41,25.35,10.68,14.66,20.15,25.57,-5.42,21.72,25.3,-3.57
2563_MA-TS_32-33_Reactant,2563_MA-TS_32-33,2563_MA-TS_32-33_Product,7.94,8.8,-0.87,7.57,6.3,1.27,2.67,11.01,-8.34,2.94,8.2,-5.27
2565_MA-TS_2-3_Reactant,2565_MA-TS_2-3,2565_MA-TS_2-3_Product,19.12,5.65,13.47,22.6,3.84,18.75,7.44,11.73,-4.29,9.83,10.12,-0.29
2569_MA-TS_2-3_Reactant,2569_MA-TS_2-3,2569_MA-TS_2-3_Product,6.73,13.13,-6.4,9.31,11.06,-1.75,0.53,19.11,-18.58,4.36,20.38,-16.01
2570_MA-TS_32-33_Reactant,2570_MA-TS_32-33,2570_MA-TS_32-33_Product,1.9,3.84,-1.94,2.7,2.72,-0.02,-2.92,11.58,-14.5,0.71,13.45,-12.73
2571_MA-TS_32-33_Reactant,2571_MA-TS_32-33,2571_MA-TS_32-33_Product,4.31,2.97,1.34,6.9,3.47,3.44,-1.95,8.67,-10.62,1.12,8.24,-7.12
2572_MA-TS_2-3_Reactant,2572_MA-TS_2-3,2572_MA-TS_2-3_Product,2.82,3.49,-0.67,4.42,3.49,0.93,1.34,8.3,-6.96,1.48,5.77,-4.29
2573_MA-TS_2-3_Reactant,2573_MA-TS_2-3,2573_MA-TS_2-3_Product,29.73,3.45,26.27,26.46,2.34,24.12,8.66,11.05,-2.39,8.49,7.41,1.08
