Reactant,Datapoint,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR,HR,HTS,HP,freqR,freqTS,freqP,irR,irTS,irP,dipoleR,dipoleTS,dipoleP,homoR,homoTS,homoP,lumoR,lumoTS,lumoP,qhirshR,qhirshTS,qhirshP
1221_MA-TS_41-42_Reactant,1221_MA-TS_41-42,1221_MA-TS_41-42_Product,-0.232164308282,-0.236536110146,-0.244512797926,0.451746,0.449423,0.43832,-2.74,5.01,-7.75,-1.46,6.97,-8.42,0.567435,0.563041,0.555084,-173.4288,-218.0106,-208.5269,0.6958,869.5019,0.9308,26.6266,60.5402,15.8054,-0.14477,-0.16202,-0.15727,0.0228,0.03087,0.0387,5.2e-05,5.2e-05,5.3e-05
1222_MA-TS_44-45_Reactant,1222_MA-TS_44-45,1222_MA-TS_44-45_Product,-0.512132332551,-0.51677349728,-0.532607318502,0.14901,0.144763,0.131605,-2.91,9.94,-12.85,-2.67,8.26,-10.92,0.274244,0.270413,0.252114,-159.9346,-203.8938,-251.763,1.5658,593.452,10.3979,13.7712,65.1388,16.0925,-0.14874,-0.16353,-0.17196,0.04839,0.03884,0.0406,3.7e-05,3.7e-05,3.9e-05
1223_MA-TS_40-41_Reactant,1223_MA-TS_40-41,1223_MA-TS_40-41_Product,-0.253739174757,-0.251032074458,-0.273343685817,0.370292,0.374269,0.363966,1.7,14.0,-12.3,2.5,6.47,-3.97,0.48408,0.483066,0.476379,-567.5676,-278.2072,-183.4433,18.5759,11.1324,0.5165,10.2101,66.7731,15.7812,-0.13828,-0.15246,-0.17521,0.03891,0.03695,0.04108,3.6e-05,3.6e-05,3.7e-05
1224_MA-TS_42-43_Reactant,1224_MA-TS_42-43,1224_MA-TS_42-43_Product,-0.174478072454,-0.17586931175,-0.210632641685,0.400703,0.404169,0.368984,-0.87,21.81,-22.69,2.17,22.08,-19.9,0.511687,0.512423,0.48236,-765.3968,-211.6134,-207.4082,32.5336,595.216,0.3747,40.1833,72.9363,31.9626,-0.14913,-0.17137,-0.16765,0.00761,0.00866,0.01312,3.8e-05,3.8e-05,3.7e-05
1225_MA-TS_43-44_Reactant,1225_MA-TS_43-44,1225_MA-TS_43-44_Product,-0.215480700859,-0.221964937009,-0.23498324162,0.409236,0.40508,0.392992,-4.07,8.17,-12.24,-2.61,7.59,-10.19,0.526688,0.520557,0.508844,-223.8692,-234.2017,-226.3315,0.4985,477.6995,0.4649,22.4112,75.9431,19.2082,-0.15846,-0.17531,-0.17747,0.02907,0.02909,0.02931,3.6e-05,3.7e-05,3.7e-05
1226_MA-TS_43-44_Reactant,1226_MA-TS_43-44,1226_MA-TS_43-44_Product,-0.236186722602,-0.233051567516,-0.2601551425,0.387174,0.388619,0.365183,1.97,17.01,-15.04,0.91,14.71,-13.8,0.504441,0.510849,0.487368,-505.6873,-243.6376,-208.5235,25.2453,0.6498,2.135,6.0184,76.5919,9.9084,-0.18808,-0.17384,-0.17119,0.04882,0.04434,0.05899,3.6e-05,3.6e-05,3.5e-05
1227_MA-TS_42-43_Reactant,1227_MA-TS_42-43,1227_MA-TS_42-43_Product,-0.208105823758,-0.211082908216,-0.221508837469,0.39225,0.391593,0.38324,-1.87,6.54,-8.41,-0.41,5.24,-5.65,0.510148,0.503663,0.496354,-207.7958,-600.435,-203.8647,0.1256,43.554,0.1434,19.1494,85.1435,27.2655,-0.15846,-0.17343,-0.16709,0.02857,0.02402,0.02265,3.5e-05,3.6e-05,3.6e-05
1230_MA-TS_36-37_Reactant,1230_MA-TS_36-37,1230_MA-TS_36-37_Product,-0.179965016725,-0.180613743708,-0.200499240951,0.349798,0.354947,0.337453,-0.41,12.48,-12.89,3.23,10.98,-7.75,0.461549,0.461602,0.444336,-844.1985,-259.7057,-187.9172,49.2401,476.3521,0.4265,3.5333,56.8142,12.6344,-0.15559,-0.16766,-0.17504,0.0552,0.05748,0.04874,3.5e-05,3.4e-05,3.5e-05
1232_MA-TS_43-44_Reactant,1232_MA-TS_43-44,1232_MA-TS_43-44_Product,-0.205657128672,-0.204240150783,-0.210635375422,0.416996,0.418784,0.415983,0.89,4.01,-3.12,1.12,1.76,-0.64,0.540121,0.538667,0.531241,-229.8205,-230.8795,-303.4557,0.3912,0.4086,14.2585,36.0207,76.4772,28.5263,-0.15453,-0.1748,-0.173,0.01481,0.0181,0.01931,4.3e-05,4.3e-05,4.3e-05
1233_MA-TS_42-43_Reactant,1233_MA-TS_42-43,1233_MA-TS_42-43_Product,-0.183894687478,-0.189575918735,-0.196108577511,0.411773,0.412232,0.41015,-3.57,4.1,-7.66,0.29,1.31,-1.02,0.529596,0.524073,0.518944,-421.8395,-672.0257,-554.5284,45.6385,26.7053,25.4757,31.9735,71.3166,31.4561,-0.16019,-0.17969,-0.16723,0.01688,0.01923,0.02,4e-05,4e-05,4.1e-05
1236_MA-TS_10-11_Reactant,1236_MA-TS_10-11,1236_MA-TS_10-11_Product,-0.307297421974,-0.309830405075,-0.319881283364,0.22812,0.227089,0.219497,-1.59,6.31,-7.9,-0.65,4.76,-5.41,0.329825,0.327773,0.321529,-353.1104,-630.678,-210.1401,18.9379,16.0319,2.2099,18.0776,58.6734,8.3475,-0.14291,-0.16262,-0.16439,0.01441,0.03273,0.04099,3.5e-05,3.6e-05,3.5e-05
1239_MA-TS_34-35_Reactant,1239_MA-TS_34-35,1239_MA-TS_34-35_Product,-0.375898667009,-0.378307609712,-0.383344242975,0.162659,0.166718,0.162154,-1.51,3.16,-4.67,2.55,2.86,-0.32,0.26799,0.267718,0.262302,-520.568,-216.9947,-541.2609,18.548,839.9518,25.2882,11.2282,41.6528,11.2714,-0.18477,-0.1771,-0.17044,0.02718,0.03776,0.04431,3e-05,3.3e-05,3.4e-05
1242_MA-TS_13-14_Reactant,1242_MA-TS_13-14,1242_MA-TS_13-14_Product,-0.185303861049,-0.176955601646,-0.187754879776,0.516808,0.528264,0.518216,5.24,6.78,-1.54,7.19,6.31,0.88,0.628401,0.637401,0.624303,-253.764,-242.9205,-424.3227,13.005,314.7969,17.2154,6.9758,32.9079,11.7422,-0.16505,-0.17113,-0.17009,0.05779,0.06217,0.06164,4.1e-05,4.2e-05,4.2e-05
1245_MA-TS_11-12_Reactant,1245_MA-TS_11-12,1245_MA-TS_11-12_Product,-0.288600170631,-0.282397360313,-0.291031603104,0.37049,0.374236,0.367864,3.89,5.42,-1.53,2.35,4.0,-1.65,0.489248,0.492428,0.48263,-610.7955,-850.0367,-589.536,28.2637,40.7117,24.1675,12.8942,39.0339,3.5142,-0.16125,-0.16959,-0.168,0.04555,0.03845,0.04569,3.6e-05,3.6e-05,3.6e-05
1248_MA-TS_29-30_Reactant,1248_MA-TS_29-30,1248_MA-TS_29-30_Product,-0.139290601157,-0.134336832769,-0.134830777432,0.425485,0.433178,0.433936,3.11,0.31,2.8,4.83,-0.48,5.3,0.528143,0.533545,0.53309,-348.7383,-330.4948,-326.8694,12.7262,18.6999,18.0071,17.9306,51.6829,8.8413,-0.17981,-0.17455,-0.17304,0.02515,0.04064,0.04186,4e-05,4e-05,4.1e-05
1260_MA-TS_11-12_Reactant,1260_MA-TS_11-12,1260_MA-TS_11-12_Product,-0.171323231349,-0.138621352587,-0.173114609588,0.569862,0.608289,0.577502,20.52,21.64,-1.12,24.11,19.32,4.79,0.696404,0.726159,0.694276,-175.0771,-228.7879,-185.6409,0.7496,185.4919,0.3465,7.0397,71.5884,4.3485,-0.1517,-0.15011,-0.17697,0.04988,0.0474,0.06028,4.3e-05,4.4e-05,4.4e-05
1267_MA-TS_9-10_Reactant,1267_MA-TS_9-10,1267_MA-TS_9-10_Product,-0.562012766795,-0.554406962692,-0.897126418881,0.564404,0.564079,0.537419,4.77,215.06,-210.29,-0.2,16.73,-16.93,0.66567,0.666122,0.637576,-685.0572,-731.5276,-171.6984,26.1739,34.1248,0.008,19.8702,31.1114,16.1019,-0.15225,-0.14919,-0.17484,0.03337,0.02737,0.03729,4.5e-05,4.7e-05,4.5e-05
1273_MA-TS_11-12_Reactant,1273_MA-TS_11-12,1273_MA-TS_11-12_Product,-0.187588980922,-0.168189242804,-0.169604926402,0.49916,0.521989,0.519482,12.17,0.89,11.29,14.33,1.57,12.75,0.609442,0.629565,0.627474,-266.617,-213.2659,-314.2482,8.1409,472.1648,14.5303,25.6025,50.9612,11.3525,-0.17019,-0.16661,-0.15359,0.02217,0.02496,0.02953,4.7e-05,4.8e-05,4.7e-05
1276_MA-TS_11-12_Reactant,1276_MA-TS_11-12,1276_MA-TS_11-12_Product,-0.117758952082,-0.122134631488,-0.126595000916,0.550318,0.548322,0.545213,-2.75,2.8,-5.54,-1.25,1.95,-3.2,0.663569,0.661806,0.65758,-147.7919,-157.9009,-162.8413,7.5038,1.518,1.001,10.493,45.8792,14.597,-0.1692,-0.17069,-0.16748,0.06074,0.05926,0.05727,4.2e-05,4e-05,3.9e-05
1279_MA-TS_24-25_Reactant,1279_MA-TS_24-25,1279_MA-TS_24-25_Product,-0.22979547461,-0.21730720995,-0.226345239596,0.268324,0.285592,0.280139,7.84,5.67,2.17,10.84,3.42,7.41,0.365496,0.382176,0.376216,-699.8291,-210.1525,-182.2697,60.2772,522.8615,0.4557,18.9723,46.4067,10.7683,-0.1613,-0.167,-0.16632,0.00924,0.03477,0.03888,2.9e-05,2.9e-05,2.9e-05
1294_MA-TS_11-12_Reactant,1294_MA-TS_11-12,1294_MA-TS_11-12_Product,-0.324258692365,-0.326133657786,-0.346640047296,0.354168,0.350914,0.33263,-1.18,12.87,-14.04,-2.04,11.47,-13.52,0.47565,0.472497,0.4481,-171.8889,-645.5154,-6625.1513,3.807,31.4575,1711.5313,14.8896,60.6506,6.5382,-0.14362,-0.13603,-0.1616,0.02755,0.03439,0.05062,4.3e-05,4.2e-05,4.2e-05
1304_MA-TS_32-33_Reactant,1304_MA-TS_32-33,1304_MA-TS_32-33_Product,-0.502687848862,-0.275080967845,-0.297099511381,0.555689,0.584994,0.582362,142.83,13.82,129.01,18.39,1.65,16.74,0.663131,0.684796,0.683646,-170.7007,-206.1003,-208.0082,0.0952,1.4182,0.9993,9.999,30.0099,16.5938,-0.16346,-0.17224,-0.16874,0.0376,0.04788,0.04985,3.4e-05,4e-05,4e-05
1310_MA-TS_10-11_Reactant,1310_MA-TS_10-11,1310_MA-TS_10-11_Product,-0.350032816386,-0.349419458013,-0.357059321575,0.23043,0.231428,0.224257,0.38,4.79,-4.41,0.63,4.5,-3.87,0.333482,0.334295,0.325566,-167.4743,-608.9189,-300.3085,0.113,19.4699,12.1372,8.5703,45.7066,3.4651,-0.16899,-0.17873,-0.17492,0.04127,0.04746,0.04902,3.6e-05,3.7e-05,3.7e-05
1313_MA-TS_11-12_Reactant,1313_MA-TS_11-12,1313_MA-TS_11-12_Product,-0.141926161993,-0.146519776121,-0.163019623465,0.591288,0.592194,0.578454,-2.88,10.35,-13.24,0.57,8.62,-8.05,0.708186,0.709341,0.698288,-558.9114,-251.1608,-173.8089,18.431,533.2284,1.6233,27.7178,30.8058,18.4166,-0.15312,-0.17052,-0.18161,0.02679,0.03402,0.03851,4.6e-05,4.6e-05,4.6e-05
1319_MA-TS_24-25_Reactant,1319_MA-TS_24-25,1319_MA-TS_24-25_Product,-0.282307836303,-0.287604134847,-0.297792947924,0.19318,0.19124,0.182079,-3.32,6.39,-9.72,-1.22,5.75,-6.97,0.293241,0.288792,0.28002,-174.3025,-209.6415,-155.5523,11.7347,526.8458,0.7206,17.9694,39.3176,8.6807,-0.16282,-0.18249,-0.18432,0.02297,0.03361,0.04052,2.8e-05,2.9e-05,2.9e-05
1322_MA-TS_10-11_Reactant,1322_MA-TS_10-11,1322_MA-TS_10-11_Product,-0.20138107817,-0.176648392429,-0.222093118885,0.40712,0.433787,0.391764,15.52,28.52,-13.0,16.73,26.37,-9.64,0.519941,0.541943,0.500126,-162.4892,-218.6504,-210.0903,0.7057,159.2144,0.2873,11.9492,47.4487,6.0791,-0.15663,-0.16743,-0.17096,0.04369,0.05077,0.05836,3.9e-05,4e-05,4e-05
1328_MA-TS_11-12_Reactant,1328_MA-TS_11-12,1328_MA-TS_11-12_Product,-0.356373984102,-0.337070582531,-0.356713287435,0.279404,0.299123,0.281128,12.11,12.33,-0.21,12.37,11.29,1.08,0.398133,0.416824,0.394844,-460.9902,-382.4058,-6641.3723,21.4637,19.2174,1683.4525,6.8195,18.4896,6.3603,-0.15798,-0.15102,-0.16842,0.04349,0.04843,0.04423,3.8e-05,4.2e-05,4.3e-05
1334_MA-TS_4-5_Reactant,1334_MA-TS_4-5,1334_MA-TS_4-5_Product,-0.208502274591,-0.20897695669,-0.227002058313,0.226819,0.231632,0.21392,-0.3,11.31,-11.61,3.02,11.11,-8.09,0.322336,0.327027,0.307186,-569.8677,-264.4551,-194.828,24.6765,941.802,1.8043,14.6114,22.1352,6.5204,-0.15835,-0.1681,-0.16927,0.0217,0.02766,0.0403,3.1e-05,3e-05,3.1e-05
1340_MA-TS_13-14_Reactant,1340_MA-TS_13-14,1340_MA-TS_13-14_Product,-0.160979297436,-0.148397891871,-0.166085630721,0.577394,0.589368,0.574569,7.89,11.1,-3.2,7.51,9.29,-1.77,0.697208,0.710181,0.692629,-212.8844,-248.7935,-207.8731,2.8924,517.2041,15.3556,14.5125,53.3149,6.888,-0.15373,-0.14638,-0.15167,0.03753,0.05197,0.06306,4.7e-05,4.7e-05,4.7e-05
1347_MA-TS_4-5_Reactant,1347_MA-TS_4-5,1347_MA-TS_4-5_Product,-0.136430565546,-0.13938727372,-0.154381290303,0.392464,0.391013,0.377417,-1.86,9.41,-11.26,-0.91,8.53,-9.44,0.494478,0.496972,0.480073,-730.8462,-263.0819,-149.1482,21.2204,816.4834,0.3284,16.427,25.5288,8.9242,-0.1651,-0.18193,-0.18099,0.03775,0.03276,0.03949,3.9e-05,4e-05,4e-05
1353_MA-TS_4-5_Reactant,1353_MA-TS_4-5,1353_MA-TS_4-5_Product,-0.231152554181,-0.231372152175,-0.249441196369,0.303351,0.309245,0.288968,-0.14,11.34,-11.48,3.7,12.72,-9.03,0.411037,0.412501,0.394382,-927.8638,-608.8324,-686.1242,88.4257,45.1133,51.2522,20.8797,44.9594,19.2657,-0.16607,-0.1767,-0.17734,0.02392,0.02053,0.03176,3.3e-05,3.3e-05,3.4e-05
1363_MA-TS_25-26_Reactant,1363_MA-TS_25-26,1363_MA-TS_25-26_Product,-0.188015424199,-0.188552704498,-0.2034270977,0.277675,0.274308,0.261547,-0.34,9.33,-9.67,-2.11,8.01,-10.12,0.37264,0.37511,0.354318,-205.1035,-214.6977,-4814.8853,0.1519,186.5248,1083.7119,9.6236,121.3232,4.0781,-0.17462,-0.16716,-0.17436,0.05471,0.05915,0.06036,3.5e-05,3.5e-05,3.6e-05
1365_MA-TS_36-37_Reactant,1365_MA-TS_36-37,1365_MA-TS_36-37_Product,-0.544515163283,-0.549413031201,-0.563992418059,-0.030451,-0.035314,-0.047474,-3.07,9.15,-12.22,-3.05,7.63,-10.68,0.078849,0.069943,0.052495,-188.3121,-226.0008,-837.1089,0.2768,523.8534,23.684,18.5329,74.0986,7.8365,-0.15252,-0.17018,-0.17019,0.01923,0.02453,0.03051,3e-05,3e-05,3e-05
1366_MA-TS_30-31_Reactant,1366_MA-TS_30-31,1366_MA-TS_30-31_Product,-0.305422478828,-0.308024012078,-0.313252469497,0.138268,0.140459,0.135556,-1.63,3.28,-4.91,1.37,3.08,-1.7,0.240583,0.236823,0.23418,-297.5159,-553.7664,-183.4423,8.4041,17.2747,4.8486,8.1847,53.4716,7.1492,-0.17107,-0.18226,-0.17771,0.02072,0.02639,0.02994,2.8e-05,2.8e-05,2.8e-05
1368_MA-TS_38-39_Reactant,1368_MA-TS_38-39,1368_MA-TS_38-39_Product,-0.366964281354,-0.368556348004,-0.381511708857,0.185562,0.189835,0.177583,-1.0,8.13,-9.13,2.68,7.69,-5.01,0.30155,0.299525,0.288093,-213.8809,-223.6237,-203.287,0.4399,790.7591,0.0501,20.0748,82.8557,14.0202,-0.16681,-0.17013,-0.16502,0.03149,0.03307,0.03675,3.9e-05,3.9e-05,3.9e-05
1369_MA-TS_38-39_Reactant,1369_MA-TS_38-39,1369_MA-TS_38-39_Product,-0.280069504865,-0.283787975329,-0.302468072582,0.264643,0.264733,0.249499,-2.33,11.72,-14.06,0.06,9.56,-9.5,0.371065,0.364434,0.352833,-308.9458,-576.329,-242.1088,22.1529,26.543,18.4906,20.6098,51.8126,11.3777,-0.14574,-0.16595,-0.17235,0.02794,0.03037,0.03381,3.7e-05,3.7e-05,3.7e-05
1370_MA-TS_37-38_Reactant,1370_MA-TS_37-38,1370_MA-TS_37-38_Product,-0.288733005322,-0.284700219976,-0.295127741843,0.272308,0.271951,0.264119,2.53,6.54,-4.01,-0.22,4.91,-5.14,0.372438,0.377917,0.369266,-193.3391,-353.4254,-181.3345,0.0293,14.3843,0.1509,7.4708,64.2544,9.2279,-0.19226,-0.19051,-0.17572,0.03986,0.04565,0.04716,3.7e-05,3.5e-05,3.5e-05
1371_MA-TS_27-28_Reactant,1371_MA-TS_27-28,1371_MA-TS_27-28_Product,-0.188929245915,-0.193854362339,-0.198414151082,0.283838,0.28218,0.275488,-3.09,2.86,-5.95,-1.04,4.2,-5.24,0.381949,0.377052,0.376977,-161.581,-695.9357,-183.7634,0.0954,22.4628,0.1817,5.8984,110.6159,6.3035,-0.17537,-0.17473,-0.16608,0.05122,0.05253,0.05049,3.3e-05,3.1e-05,3.1e-05
1372_MA-TS_34-35_Reactant,1372_MA-TS_34-35,1372_MA-TS_34-35_Product,-0.53657340294,-0.543241675487,-0.554730588398,-0.082213,-0.083615,-0.09614,-4.18,7.21,-11.39,-0.88,7.86,-8.74,0.023702,0.016736,0.009718,-718.8024,-532.2898,-168.0192,33.2078,26.0945,0.0262,7.3937,35.4133,6.6942,-0.16588,-0.17823,-0.17445,0.02368,0.02881,0.03095,2.7e-05,2.7e-05,2.7e-05
1375_MA-TS_31-32_Reactant,1375_MA-TS_31-32,1375_MA-TS_31-32_Product,-0.368804961315,-0.362581176222,-0.369280188173,0.077385,0.087069,0.081085,3.91,4.2,-0.3,6.08,3.76,2.32,0.173255,0.181018,0.178249,-247.2583,-910.3434,-185.3989,5.1402,29.8644,0.4811,9.828,35.9191,6.0859,-0.19037,-0.18032,-0.16791,0.04025,0.0442,0.04952,2.9e-05,2.9e-05,3e-05
1376_MA-TS_31-32_Reactant,1376_MA-TS_31-32,1376_MA-TS_31-32_Product,-0.331657373965,-0.327112947315,-0.342655091375,0.114036,0.122857,0.107142,2.85,9.75,-6.9,5.54,9.86,-4.33,0.212449,0.217144,0.204207,-162.1009,-220.2668,-192.8975,0.2903,638.5228,0.1576,12.0222,66.5678,8.2213,-0.18264,-0.18106,-0.18123,0.02471,0.02451,0.03616,3e-05,3.2e-05,3.2e-05
1377_MA-TS_13-14_Reactant,1377_MA-TS_13-14,1377_MA-TS_13-14_Product,-0.367835086807,-0.369435426433,-0.385536921311,0.257752,0.265594,0.244949,-1.0,10.1,-11.11,4.92,12.95,-8.03,0.380403,0.38108,0.364259,-836.5638,-566.9377,-418.5814,31.9469,26.853,26.2478,30.246,56.6609,13.8645,-0.14734,-0.16276,-0.16937,0.01278,0.02234,0.03212,4.3e-05,4.3e-05,4.3e-05
1378_MA-TS_25-26_Reactant,1378_MA-TS_25-26,1378_MA-TS_25-26_Product,-0.202993161473,-0.188580788025,-0.20905193488,0.358615,0.372365,0.354048,9.04,12.85,-3.8,8.63,11.49,-2.87,0.459113,0.472035,0.453103,-176.0273,-257.9652,-732.719,0.6904,466.3613,36.5347,7.8116,68.6746,6.901,-0.15243,-0.15191,-0.15664,0.05211,0.0468,0.05814,3.6e-05,3.8e-05,3.9e-05
1379_MA-TS_13-14_Reactant,1379_MA-TS_13-14,1379_MA-TS_13-14_Product,-0.551017599752,-0.536008521354,-0.559984343015,-0.015936,0.006592,-0.015728,9.42,15.05,-5.63,14.14,14.01,0.13,0.098553,0.113351,0.091352,-590.4894,-569.4621,-205.0021,22.1743,23.1083,5.4521,10.0613,50.0396,3.5085,-0.15907,-0.15783,-0.16456,0.03662,0.04201,0.05211,3.6e-05,3.6e-05,3.7e-05
1382_MA-TS_13-14_Reactant,1382_MA-TS_13-14,1382_MA-TS_13-14_Product,-0.361606510815,-0.364188160691,-0.373666621541,0.276982,0.276498,0.27226,-1.62,5.95,-7.57,-0.3,2.66,-2.96,0.395843,0.394857,0.385532,-160.6477,-243.1465,-778.3396,0.6198,619.4323,35.2245,22.9676,50.4615,15.7028,-0.14615,-0.16243,-0.16517,0.02937,0.03251,0.03596,4e-05,4e-05,4e-05
1384_MA-TS_13-14_Reactant,1384_MA-TS_13-14,1384_MA-TS_13-14_Product,-0.286914351932,-0.29111556685,-0.297927111911,0.348512,0.34793,0.343053,-2.64,4.27,-6.91,-0.37,3.06,-3.43,0.462985,0.458826,0.452055,-590.4011,-432.0741,-329.4343,25.1412,20.6882,6.0855,19.2153,74.509,10.6578,-0.14083,-0.16013,-0.16563,0.03388,0.03478,0.037,4.2e-05,4.2e-05,4.2e-05
1385_MA-TS_13-14_Reactant,1385_MA-TS_13-14,1385_MA-TS_13-14_Product,-0.369553551116,-0.36920843405,-0.391458764333,0.15741,0.159913,0.135351,0.22,13.96,-13.75,1.57,15.41,-13.84,0.266818,0.266626,0.239176,-142.4205,-255.7147,-5996.6723,0.6984,232.8359,985.8976,6.5169,23.0962,4.598,-0.15069,-0.15345,-0.16901,0.04439,0.04147,0.04575,3.5e-05,3.5e-05,3.6e-05
1389_MA-TS_4-5_Reactant,1389_MA-TS_4-5,1389_MA-TS_4-5_Product,-0.314526306739,-0.311990165622,-0.332937883012,0.324668,0.32539,0.308478,1.59,13.14,-11.55,0.45,10.61,-10.16,0.437555,0.439378,0.42049,-447.5354,-307.4168,-753.5773,26.9572,7.902,21.7569,17.3996,4.8828,8.986,-0.15434,-0.15822,-0.1674,0.03077,0.03396,0.03725,4e-05,4.1e-05,4.1e-05
1391_MA-TS_27-28_Reactant,1391_MA-TS_27-28,1391_MA-TS_27-28_Product,-0.191997960258,-0.185392249054,-0.19551150213,0.377999,0.380512,0.370112,4.15,6.35,-2.2,1.58,6.53,-4.95,0.482336,0.486836,0.475961,-373.2501,-224.2764,-204.489,14.8725,628.5421,5.0222,18.2141,69.3307,9.5766,-0.14642,-0.16121,-0.16139,0.0401,0.05299,0.06017,3.2e-05,3.4e-05,3.5e-05
1392_MA-TS_4-5_Reactant,1392_MA-TS_4-5,1392_MA-TS_4-5_Product,-0.543139909856,-0.534052396557,-0.549599637383,0.003743,0.019494,0.00685,5.7,9.76,-4.05,9.88,7.93,1.95,0.114124,0.124634,0.112298,-298.4106,-240.5135,-198.2251,9.917,811.4032,1.0209,12.4544,30.078,8.8723,-0.18983,-0.17898,-0.18251,0.01746,0.01555,0.02729,3.3e-05,3.3e-05,3.3e-05
1393_MA-TS_4-5_Reactant,1393_MA-TS_4-5,1393_MA-TS_4-5_Product,-0.316149645591,-0.293043954242,-0.303035631008,0.232289,0.256064,0.250602,14.5,6.27,8.23,14.92,3.43,11.49,0.337422,0.361593,0.350209,-219.9486,-260.8391,-194.8038,0.9243,395.6705,1.4307,6.4022,25.0872,3.9196,-0.17171,-0.17778,-0.18106,0.03858,0.03568,0.03153,2.9e-05,3.2e-05,3.2e-05
1394_MA-TS_27-28_Reactant,1394_MA-TS_27-28,1394_MA-TS_27-28_Product,-0.196434259334,-0.176169909799,-0.216681926023,0.396816,0.418033,0.376178,12.72,25.42,-12.71,13.31,26.26,-12.95,0.503367,0.52176,0.4796,-590.9628,-615.8249,-5288.515,29.1002,15.359,1507.4181,10.4648,93.8052,3.5933,-0.15861,-0.16527,-0.16947,0.03257,0.04617,0.05185,4e-05,3.8e-05,3.6e-05
1395_MA-TS_28-29_Reactant,1395_MA-TS_28-29,1395_MA-TS_28-29_Product,-0.13917034072,-0.11589295473,-0.133461083369,0.486695,0.508037,0.495294,14.61,11.02,3.58,13.39,8.0,5.4,0.600141,0.620966,0.603684,-209.101,-447.3848,-798.7399,1.9398,21.8472,35.0026,7.9752,71.7685,3.3637,-0.16538,-0.16523,-0.17172,0.05495,0.038,0.05085,4.1e-05,4.1e-05,4e-05
1398_MA-TS_9-10_Reactant,1398_MA-TS_9-10,1398_MA-TS_9-10_Product,-0.451661029525,-0.426485089203,-0.443765331512,0.131888,0.161145,0.146526,15.8,10.84,4.95,18.36,9.17,9.19,0.242419,0.265458,0.248383,-158.7383,-258.0263,-174.7979,0.0357,633.1234,0.3807,2.525,17.7345,1.9478,-0.19187,-0.17194,-0.18074,0.04008,0.02666,0.04331,3.2e-05,3.4e-05,3.3e-05
1399_MA-TS_10-11_Reactant,1399_MA-TS_10-11,1399_MA-TS_10-11_Product,-0.271632994175,-0.258824327922,-0.270004061507,0.239703,0.250397,0.2428,8.04,7.02,1.02,6.71,4.77,1.94,0.338168,0.349878,0.338081,-184.7619,-234.1195,-289.7057,0.6965,698.9086,14.5588,15.2249,54.2813,1.3552,-0.16082,-0.16552,-0.16842,0.02096,0.03888,0.04493,3.6e-05,3.4e-05,3.4e-05
1404_MA-TS_31-32_Reactant,1404_MA-TS_31-32,1404_MA-TS_31-32_Product,-0.415155332802,-0.403409360227,-0.415187996064,0.160008,0.174648,0.162624,7.37,7.39,-0.02,9.19,7.55,1.64,0.272499,0.284715,0.275264,-218.4939,-288.5679,-181.0549,3.1553,7.5888,0.0682,18.1829,8.5328,8.799,-0.15845,-0.16924,-0.16901,0.01104,0.02416,0.03245,3e-05,3.2e-05,3.1e-05
1406_MA-TS_10-11_Reactant,1406_MA-TS_10-11,1406_MA-TS_10-11_Product,-0.211440376441,-0.213089552381,-0.228718863669,0.328944,0.329684,0.316547,-1.03,9.81,-10.84,0.46,8.24,-7.78,0.429516,0.429529,0.419249,-200.9227,-331.8786,-191.208,2.2492,7.6257,1.0452,15.5059,36.1694,5.7643,-0.14884,-0.16168,-0.16477,0.01942,0.02357,0.03947,3.4e-05,3.4e-05,3.4e-05
1407_MA-TS_31-32_Reactant,1407_MA-TS_31-32,1407_MA-TS_31-32_Product,-0.297182545829,-0.294639530478,-0.303678457938,0.309814,0.303273,0.298591,1.6,5.67,-4.08,-4.1,2.94,-7.04,0.41591,0.419166,0.408926,-436.0679,-223.9129,-846.1187,14.6919,404.5032,46.2511,11.7991,51.2619,7.4574,-0.16165,-0.17648,-0.1702,0.03129,0.03671,0.04367,3.4e-05,3.4e-05,3.4e-05
1408_MA-TS_13-14_Reactant,1408_MA-TS_13-14,1408_MA-TS_13-14_Product,-0.287832597061,-0.287689099194,-0.298535323614,0.306156,0.30393,0.295667,0.09,6.81,-6.72,-1.4,5.19,-6.58,0.413825,0.416279,0.404971,-727.4082,-255.3349,-614.7106,31.5326,10.1665,36.0965,17.1686,42.778,4.3643,-0.15697,-0.17149,-0.18208,0.01877,0.02921,0.04048,3.4e-05,3.6e-05,3.6e-05
1411_MA-TS_10-11_Reactant,1411_MA-TS_10-11,1411_MA-TS_10-11_Product,-0.266908801639,-0.26948244848,-0.291876967107,0.218275,0.217985,0.194512,-1.61,14.05,-15.67,-0.18,14.73,-14.91,0.315159,0.314175,0.29534,-206.1246,-229.7843,-133.0641,10.0788,304.4475,0.0456,7.5783,46.0033,4.4843,-0.18045,-0.1844,-0.18337,0.04234,0.0465,0.05081,3.1e-05,3.1e-05,3e-05
