Reactant,Datapoint,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR,HR,HTS,HP,freqR,freqTS,freqP,irR,irTS,irP,dipoleR,dipoleTS,dipoleP,homoR,homoTS,homoP,lumoR,lumoTS,lumoP,qhirshR,qhirshTS,qhirshP
191_MA-TS_5-6_Reactant,191_MA-TS_5-6,191_MA-TS_5-6_Product,-0.633580099169,-0.634341222742,-0.666447222889,-0.268578,-0.269423,-0.301702,-0.48,20.15,-20.62,-0.53,20.26,-20.79,-0.169903,-0.17056,-0.200584,-900.4239,-239.4199,-215.1111,27.8011,387.6621,1.5625,12.7952,23.8332,8.9117,-0.16515,-0.18459,-0.17983,0.00518,0.00417,0.01325,-84.953836,-85.02822,-85.501379
193_MA-TS_5-6_Reactant,193_MA-TS_5-6,193_MA-TS_5-6_Product,-0.320684845927,-0.328263063772,-0.349387438655,0.033816,0.027562,0.00669,-4.76,13.26,-18.01,-3.92,13.1,-17.02,0.128847,0.121232,0.101457,-174.5523,-238.3094,-202.4928,0.0846,407.4205,0.0144,18.2776,29.1595,11.3393,-0.15522,-0.18012,-0.17878,0.02768,0.03171,0.03551,-85.703759,-85.814012,-86.179997
194_MA-TS_5-6_Reactant,194_MA-TS_5-6,194_MA-TS_5-6_Product,-0.284422756537,-0.292040112434,-0.309977438041,0.067464,0.065423,0.04331,-4.78,11.26,-16.04,-1.28,13.88,-15.16,0.16561,0.158683,0.141031,-216.6675,-393.6954,-721.9471,2.3369,15.6281,30.2125,5.7241,5.6099,11.7729,-0.17872,-0.19551,-0.18996,0.0208,0.02053,0.01837,-89.496827,-89.630163,-89.977567
196_MA-TS_5-6_Reactant,196_MA-TS_5-6,196_MA-TS_5-6_Product,-0.505987731859,-0.516305085301,-0.543579407684,-0.125968,-0.135107,-0.153835,-6.47,17.11,-23.59,-5.73,11.75,-17.49,-0.022087,-0.033953,-0.055489,-179.8757,-263.1442,-213.1897,0.3246,23.2533,1.1389,15.7288,9.2734,15.2063,-0.15812,-0.17914,-0.17969,0.03465,0.03668,0.03669,-86.672921,-86.818643,-87.34095
199_MA-TS_5-6_Reactant,199_MA-TS_5-6,199_MA-TS_5-6_Product,-0.349838087532,-0.36460344982,-0.374524351729,0.030434,0.013059,0.003883,-9.27,6.23,-15.49,-10.9,5.76,-16.66,0.12682,0.113035,0.104344,-202.5134,-221.81,-227.0079,0.9747,1.2819,0.7627,8.5581,13.31,9.0638,-0.16988,-0.18921,-0.1789,0.03612,0.04591,0.045,-89.723097,-89.922769,-90.222214
203_MA-TS_5-6_Reactant,203_MA-TS_5-6,203_MA-TS_5-6_Product,-0.330431313002,-0.348346031541,-0.361870769949,0.02997,0.007815,-0.005531,-11.24,8.49,-19.73,-13.9,8.37,-22.28,0.119113,0.101784,0.089351,-197.6734,-221.6,-190.8989,0.9419,1.0714,0.1683,10.0603,20.6587,8.9432,-0.16606,-0.1906,-0.18121,0.02548,0.03615,0.03695,-85.794773,-85.928527,-86.278056
209_MA-TS_5-7_Reactant,209_MA-TS_5-7,209_MA-TS_5-7_Product,-0.230758648592,-0.23948004789,-0.258462467928,0.023092,0.01636,0.001301,-5.47,11.91,-17.38,-4.22,9.45,-13.67,0.095765,0.087664,0.069388,-700.443,-506.354,-236.3027,58.6553,19.1352,6.7294,15.2834,9.8575,10.1475,-0.15568,-0.17086,-0.17483,0.06024,0.08035,0.08829,-56.992603,-57.082619,-57.669802
210_MA-TS_5-7_Reactant,210_MA-TS_5-7,210_MA-TS_5-7_Product,-0.307843716248,-0.313940980612,-0.32497587974,-0.050511,-0.051222,-0.060507,-3.83,6.92,-10.75,-0.45,5.83,-6.27,0.022381,0.0178,0.008561,-125.4345,-219.0322,-170.4285,1.256,530.8893,0.5924,11.1413,12.5241,5.8276,-0.14656,-0.15903,-0.15686,0.08054,0.09812,0.11248,-56.911673,-57.093365,-57.511051
211_MA-TS_5-7_Reactant,211_MA-TS_5-7,211_MA-TS_5-7_Product,-0.49653393447,-0.506154457626,-0.511998317328,-0.226133,-0.233244,-0.238762,-6.04,3.67,-9.7,-4.46,3.46,-7.92,-0.152029,-0.161685,-0.166501,-211.059,-391.9362,-415.3313,3.1133,14.584,16.9504,12.0112,7.4788,5.0327,-0.15879,-0.1759,-0.17272,0.05139,0.07562,0.08437,-59.414744,-59.644652,-59.844572
212_MA-TS_5-7_Reactant,212_MA-TS_5-7,212_MA-TS_5-7_Product,-0.228464323279,-0.232873015704,-0.257078919587,0.02835,0.02752,-0.002914,-2.77,15.19,-17.96,-0.52,19.1,-19.62,0.100879,0.098493,0.064462,-163.7452,-205.3002,-2862.3353,0.1966,345.9201,1818.1526,11.438,21.4261,5.7926,-0.15047,-0.1569,-0.17227,0.0657,0.07152,0.09129,-56.838835,-56.905682,-57.627279
213_MA-TS_5-7_Reactant,213_MA-TS_5-7,213_MA-TS_5-7_Product,-0.236468040392,-0.244604983604,-0.259971389323,0.015942,0.014005,-0.00173,-5.11,9.64,-14.75,-1.22,9.87,-11.09,0.091675,0.088387,0.073833,-296.6338,-238.037,-164.8373,12.6626,393.0503,0.2817,16.0511,17.0892,9.625,-0.13889,-0.15456,-0.16285,0.07404,0.08213,0.09481,-56.997774,-57.145563,-57.720064
214_MA-TS_5-7_Reactant,214_MA-TS_5-7,214_MA-TS_5-7_Product,-0.355611336812,-0.361758106762,-0.386338312907,0.014695,0.013796,-0.008485,-3.86,15.42,-19.28,-0.56,13.98,-14.55,0.096409,0.089508,0.070232,-287.4291,-721.9024,-199.0316,12.026,20.2358,0.7991,20.7047,25.1278,9.0137,-0.14402,-0.15911,-0.16361,0.06012,0.07176,0.09547,-76.843382,-76.887296,-77.477032
216_MA-TS_5-7_Reactant,216_MA-TS_5-7,216_MA-TS_5-7_Product,-0.374232053817,-0.381628593732,-0.403689234351,-0.078491,-0.084974,-0.106044,-4.64,13.84,-18.48,-4.07,13.22,-17.29,0.000292,-0.007609,-0.027757,-193.5653,-446.1264,-220.0105,1.9489,16.9457,2.2722,14.5038,29.6853,6.8652,-0.1597,-0.17674,-0.18268,0.05121,0.06904,0.08,-63.850068,-63.894124,-64.520405
220_MA-TS_5-6_Reactant,220_MA-TS_5-6,220_MA-TS_5-6_Product,-0.452169641173,-0.447780629713,-0.469534144669,0.05203,0.054376,0.03893,2.75,13.65,-10.9,1.47,9.69,-8.22,0.149998,0.153974,0.133933,-160.6519,-228.0371,-182.467,1.6938,453.0714,0.2013,17.1211,17.681,14.5545,-0.1499,-0.16317,-0.16669,0.06571,0.07086,0.09364,3.8e-05,3.8e-05,3.8e-05
221_MA-TS_5-6_Reactant,221_MA-TS_5-6,221_MA-TS_5-6_Product,-0.606213523899,-0.603946803065,-0.628332215426,-0.098905,-0.088596,-0.116826,1.42,15.3,-13.88,6.47,17.71,-11.25,-0.001508,0.005163,-0.017436,-296.9531,-225.2594,-174.6603,24.3453,427.5776,2.0216,12.7108,22.0696,22.9627,-0.15584,-0.16185,-0.16787,0.06368,0.06728,0.08376,2.8e-05,2.9e-05,2.9e-05
222_MA-TS_5-6_Reactant,222_MA-TS_5-6,222_MA-TS_5-6_Product,-0.458859368243,-0.455807340115,-0.470317577554,0.07461,0.07722,0.066234,1.92,9.11,-7.19,1.64,6.89,-5.26,0.177266,0.177669,0.16374,-189.5418,-430.3738,-658.4823,0.3255,56.4152,74.9153,14.7802,23.668,9.1987,-0.16252,-0.16973,-0.16891,0.06698,0.07678,0.08368,3.5e-05,3.6e-05,3.6e-05
224_MA-TS_5-7_Reactant,224_MA-TS_5-7,224_MA-TS_5-7_Product,-0.466923073623,-0.457313033206,-0.479913251622,0.031302,0.041274,0.020409,6.03,14.18,-8.15,6.26,13.09,-6.84,0.133412,0.141024,0.116516,-145.9711,-197.961,-848.6361,0.1452,269.4314,30.3033,13.5756,10.9654,13.6916,-0.16273,-0.16127,-0.17589,0.06164,0.05352,0.064,3e-05,3.1e-05,3.1e-05
225_MA-TS_5-6_Reactant,225_MA-TS_5-6,225_MA-TS_5-6_Product,-0.471427483116,-0.466148344662,-0.487588653251,0.050149,0.059143,0.038024,3.31,13.45,-10.14,5.64,13.25,-7.61,0.155658,0.159859,0.140768,-168.1941,-228.3197,-180.6962,2.0036,473.0074,0.2005,17.7261,6.949,15.7698,-0.14975,-0.1623,-0.16542,0.05634,0.05242,0.05788,3.4e-05,3.4e-05,3.5e-05
226_MA-TS_5-6_Reactant,226_MA-TS_5-6,226_MA-TS_5-6_Product,-0.549255153501,-0.543239704547,-0.561442136392,-0.056952,-0.046142,-0.059769,3.77,11.42,-7.65,6.78,8.55,-1.77,0.042526,0.047274,0.032685,-617.0104,-825.7587,-524.9613,43.2211,50.4959,45.4969,10.8994,20.6812,15.6407,-0.16295,-0.17343,-0.18242,0.06317,0.07624,0.08656,-96.592886,-96.583956,-97.193896
229_MA-TS_5-7_Reactant,229_MA-TS_5-7,229_MA-TS_5-7_Product,-0.455577718517,-0.460150044054,-0.477557140263,0.03947,0.038214,0.022081,-2.87,10.92,-13.79,-0.79,10.12,-10.91,0.13698,0.134832,0.118029,-847.2504,-366.0361,-311.2505,41.7433,8.6574,5.8929,22.8336,35.6048,10.714,-0.16206,-0.18111,-0.18331,0.04236,0.05788,0.07463,3.6e-05,3.7e-05,3.8e-05
232_MA-TS_5-6_Reactant,232_MA-TS_5-6,232_MA-TS_5-6_Product,-0.487145186059,-0.48314907133,-0.498249805727,0.061203,0.067867,0.052035,2.51,9.48,-6.97,4.18,9.93,-5.75,0.169066,0.169478,0.153221,-189.4606,-864.2526,-830.8332,4.5261,40.2226,63.5812,20.6958,37.8264,4.7735,-0.15225,-0.16082,-0.16253,0.05947,0.07966,0.10188,3.4e-05,3.8e-05,3.9e-05
233_MA-TS_5-6_Reactant,233_MA-TS_5-6,233_MA-TS_5-6_Product,-0.451756245408,-0.456703096855,-0.485703525253,0.045604,0.040061,0.015318,-3.1,18.2,-21.3,-3.48,15.53,-19.0,0.142499,0.138981,0.111845,-831.0056,-497.3829,-158.8734,34.6998,18.0339,0.2289,25.6765,45.506,16.6962,-0.15301,-0.16951,-0.17198,0.04313,0.05068,0.05523,3.3e-05,3.3e-05,3.4e-05
234_MA-TS_5-6_Reactant,234_MA-TS_5-6,234_MA-TS_5-6_Product,-0.354654452391,-0.35233959964,-0.372011438168,0.031512,0.035823,0.018585,1.45,12.34,-10.89,2.71,10.82,-8.11,0.115738,0.117346,0.098331,-652.5471,-881.5902,-869.353,23.176,22.937,42.3391,9.212,3.9735,4.6982,-0.18165,-0.1787,-0.17901,0.05771,0.06229,0.08418,-78.967278,-78.958184,-79.581841
236_MA-TS_5-7_Reactant,236_MA-TS_5-7,236_MA-TS_5-7_Product,-0.30501674089,-0.306737768915,-0.328645328139,0.173971,0.168986,0.155547,-1.08,13.75,-14.83,-3.13,8.43,-11.56,0.259344,0.263005,0.241359,-663.9511,-234.9236,-426.7849,42.5251,112.2588,42.6412,25.0274,7.5937,16.9908,-0.14713,-0.16947,-0.17869,0.04618,0.04282,0.04967,3.4e-05,3.6e-05,3.7e-05
238_MA-TS_5-6_Reactant,238_MA-TS_5-6,238_MA-TS_5-6_Product,-0.442463306371,-0.448206379523,-0.467851414846,0.048634,0.048575,0.026043,-3.6,12.33,-15.93,-0.04,14.14,-14.18,0.152228,0.148742,0.129998,-808.4258,-514.5245,-221.128,32.0239,29.9899,0.7604,23.9348,18.9269,12.6615,-0.15307,-0.1683,-0.17262,0.04076,0.04507,0.05111,4.1e-05,4.1e-05,4e-05
239_MA-TS_5-6_Reactant,239_MA-TS_5-6,239_MA-TS_5-6_Product,-0.448913424699,-0.452086835937,-0.476744967208,0.044762,0.045545,0.023373,-1.99,15.47,-17.46,0.49,13.91,-13.42,0.149165,0.145163,0.124106,-864.4418,-964.3241,-986.6778,32.2375,33.5973,33.804,27.889,32.8224,21.1905,-0.13837,-0.15744,-0.17608,0.03435,0.03426,0.03844,4e-05,4e-05,4.1e-05
241_MA-TS_5-6_Reactant,241_MA-TS_5-6,241_MA-TS_5-6_Product,-0.465221823582,-0.46004568233,-0.487810124776,0.143331,0.150678,0.131948,3.25,17.42,-14.17,4.61,11.75,-7.14,0.242765,0.243331,0.225698,-398.0263,-741.4182,-620.8169,17.285,21.4673,19.7258,10.5414,26.4147,13.3253,-0.14536,-0.1562,-0.17638,0.06967,0.0703,0.09877,3.9e-05,3.9e-05,4e-05
243_MA-TS_5-6_Reactant,243_MA-TS_5-6,243_MA-TS_5-6_Product,-0.611535963212,-0.611098602969,-0.621871633611,-0.11646,-0.118404,-0.128915,0.27,6.76,-6.49,-1.22,6.6,-7.82,-0.019553,-0.018852,-0.031704,-162.8451,-222.0504,-198.5487,18.0289,646.7676,7.41,26.807,5.9465,19.1843,-0.166,-0.18263,-0.18012,0.04784,0.0619,0.08041,-95.838577,-95.913915,-96.334667
250_MA-TS_5-6_Reactant,250_MA-TS_5-6,250_MA-TS_5-6_Product,-0.557511442199,-0.557390063466,-0.597885271783,-0.073438,-0.068961,-0.109132,0.08,25.41,-25.33,2.81,25.21,-22.4,0.025642,0.028616,-0.00751,-883.0465,-454.5382,-598.3329,57.9408,18.1852,42.0172,6.0035,21.9366,18.0432,-0.15476,-0.15922,-0.19735,0.06028,0.05944,0.07264,-96.58516,-96.473546,-97.061627
254_MA-TS_5-6_Reactant,254_MA-TS_5-6,254_MA-TS_5-6_Product,-0.523523008251,-0.532162039042,-0.540379869748,-0.073171,-0.078235,-0.084508,-5.42,5.16,-10.58,-3.18,3.94,-7.11,0.019805,0.010902,0.004857,-182.5044,-860.7914,-651.6208,10.0305,45.8343,41.1469,7.7311,12.0747,7.2558,-0.16127,-0.17421,-0.17287,0.05437,0.07018,0.07878,-88.784703,-88.889158,-89.13894
255_MA-TS_5-6_Reactant,255_MA-TS_5-6,255_MA-TS_5-6_Product,-0.233923358962,-0.237392747341,-0.247206365465,0.044783,0.044298,0.029353,-2.18,6.16,-8.34,-0.3,9.38,-9.68,0.121674,0.118677,0.105656,-779.6624,-528.1781,-6867.9057,33.749,24.3789,1752.5171,10.0881,11.3084,6.8539,-0.13322,-0.14473,-0.15378,0.08348,0.08767,0.09332,-60.823249,-60.937996,-61.35684
256_MA-TS_5-6_Reactant,256_MA-TS_5-6,256_MA-TS_5-6_Product,-0.523878740195,-0.511464706969,-0.525417130896,-0.026129,-0.005382,-0.02029,7.79,8.76,-0.97,13.02,9.35,3.66,0.081903,0.091565,0.081592,-197.6522,-337.3737,-195.1117,5.0925,10.3395,0.3267,15.3905,30.0043,13.8159,-0.16045,-0.17747,-0.17022,0.05533,0.08179,0.09471,-99.717459,-99.720531,3.2e-05
257_MA-TS_5-6_Reactant,257_MA-TS_5-6,257_MA-TS_5-6_Product,-0.321039730082,-0.296768873857,-0.310249564025,0.067273,0.094509,0.08547,15.23,8.46,6.77,17.09,5.67,11.42,0.147409,0.168665,0.157534,-773.471,-555.8811,-264.2426,28.5086,34.05,14.008,7.6054,28.5236,13.8217,-0.16824,-0.15938,-0.15972,0.0748,0.09739,0.10737,-79.582284,-79.411519,-79.923205
260_MA-TS_25-26_Reactant,260_MA-TS_25-26,260_MA-TS_25-26_Product,-0.248878224348,-0.251475246339,-0.264174559227,0.409302,0.407616,0.396303,-1.63,7.97,-9.6,-1.06,7.1,-8.16,0.52083,0.523929,0.512314,-336.3134,-259.0926,-155.8888,15.399,419.1931,0.2225,41.3985,74.9047,30.2248,-0.13021,-0.15007,-0.15469,0.01714,0.02337,0.02665,5e-05,5.1e-05,5.1e-05
262_MA-TS_39-40_Reactant,262_MA-TS_39-40,262_MA-TS_39-40_Product,-0.895359229744,-0.93193874332,-0.123258448786,0.515195,0.511525,0.497104,-22.95,-507.45,484.5,-2.3,9.05,-11.35,0.630652,0.625847,0.602066,-571.169,-759.1696,-624.331,31.7569,29.536,30.0882,25.6064,37.1924,16.1407,-0.14995,-0.14276,-0.15913,0.03502,0.03901,0.05256,4.5e-05,4.4e-05,4.5e-05
264_MA-TS_39-40_Reactant,264_MA-TS_39-40,264_MA-TS_39-40_Product,-0.204139930211,-0.163248787622,-0.18787374938,0.429503,0.467572,0.449748,25.66,15.45,10.21,23.89,11.18,12.7,0.539721,0.578893,0.557814,-146.6253,-505.6878,-156.6633,0.4095,15.8251,0.676,12.4089,52.7539,14.6852,-0.16944,-0.15953,-0.16051,0.05478,0.04119,0.04997,4e-05,4.2e-05,4.1e-05
268_MA-TS_25-26_Reactant,268_MA-TS_25-26,268_MA-TS_25-26_Product,-0.160461309177,-0.142929935603,-0.159688025445,0.613785,0.629585,0.617951,11.0,10.52,0.49,9.91,7.3,2.61,0.732415,0.752083,0.733621,-159.1291,-215.3897,-362.081,0.5425,495.5952,31.1372,30.8144,65.4383,22.0535,-0.16948,-0.16691,-0.16937,0.01612,0.01882,0.0255,5.6e-05,6.1e-05,6.1e-05
269_MA-TS_39-40_Reactant,269_MA-TS_39-40,269_MA-TS_39-40_Product,-0.17587211713,-0.17223242723,-0.178888007126,0.473997,0.479958,0.473135,2.28,4.18,-1.89,3.74,4.28,-0.54,0.592796,0.596856,0.592748,-810.6676,-218.1321,-212.3946,30.8526,8.7549,2.2133,31.0376,58.375,25.7042,-0.15463,-0.15561,-0.14739,0.02491,0.02719,0.02983,5e-05,5e-05,5e-05
279_MA-TS_14-15_Reactant,279_MA-TS_14-15,279_MA-TS_14-15_Product,-0.282481644564,-0.274905698624,-0.281068097439,0.181655,0.192394,0.185729,4.75,3.87,0.89,6.74,4.18,2.56,0.27995,0.286659,0.282288,-150.6328,-177.9084,-181.0648,2.479,122.8444,0.1522,5.3812,27.8284,3.4444,-0.17248,-0.17758,-0.17962,0.05261,0.04905,0.05043,-99.117754,-99.111365,-99.583333
281_MA-TS_4-5_Reactant,281_MA-TS_4-5,281_MA-TS_4-5_Product,-0.36498002854,-0.357454943458,-0.370621507591,0.171673,0.183255,0.170786,4.72,8.26,-3.54,7.27,7.82,-0.56,0.279557,0.288702,0.274446,-142.5621,-259.987,-156.9505,1.1302,626.7888,0.4465,9.7606,12.8076,7.4873,-0.17669,-0.17743,-0.1728,0.0286,0.0339,0.04183,3.3e-05,3.4e-05,3.4e-05
282_MA-TS_10-11_Reactant,282_MA-TS_10-11,282_MA-TS_10-11_Product,-0.32973513963,-0.312253663928,-0.338914900319,0.207556,0.229851,0.206749,10.97,16.73,-5.76,13.99,14.5,-0.51,0.31258,0.331281,0.306473,-191.2704,-242.067,-162.4102,1.2121,251.6247,0.0659,4.1689,34.5079,5.237,-0.18475,-0.16631,-0.1811,0.05026,0.0525,0.05373,3.4e-05,3.4e-05,3.4e-05
288_MA-TS_37-38_Reactant,288_MA-TS_37-38,288_MA-TS_37-38_Product,-0.116088869684,-0.10102100449,-0.116547679369,0.464028,0.482037,0.465977,9.46,9.74,-0.29,11.3,10.08,1.22,0.569753,0.584592,0.571298,-917.6743,-580.5895,-438.4974,34.9434,27.1846,20.4812,7.4055,64.7081,20.7307,-0.171,-0.15659,-0.15536,0.05451,0.01685,0.02203,3.5e-05,3.6e-05,3.7e-05
291_MA-TS_37-38_Reactant,291_MA-TS_37-38,291_MA-TS_37-38_Product,-0.142055493701,-0.132654790747,-0.155303117665,0.460576,0.472101,0.451223,5.9,14.21,-8.31,7.23,13.1,-5.87,0.563935,0.573654,0.553741,-163.3238,-245.4332,-166.2539,0.2561,442.3821,0.1184,10.5006,67.931,17.9248,-0.15311,-0.15275,-0.15894,0.04802,0.03519,0.03953,4.4e-05,4.5e-05,4.5e-05
292_MA-TS_29-30_Reactant,292_MA-TS_29-30,292_MA-TS_29-30_Product,-0.112095974208,-0.101761152073,-0.120453771468,0.311868,0.326597,0.308771,6.49,11.73,-5.24,9.24,11.19,-1.94,0.404403,0.415391,0.395807,-175.7151,-225.1537,-280.5466,0.1851,491.5169,11.6787,18.697,52.6116,22.8926,-0.17333,-0.1662,-0.16805,0.04043,0.0208,0.03003,3.4e-05,3.4e-05,3.4e-05
296_MA-TS_30-31_Reactant,296_MA-TS_30-31,296_MA-TS_30-31_Product,-0.121461922661,-0.124312425936,-0.128713919809,0.318732,0.321141,0.314234,-1.79,2.76,-4.55,1.51,4.33,-2.82,0.415085,0.411932,0.409639,-137.1071,-146.4786,-149.6027,0.7616,5.7959,0.1361,18.0099,59.1274,19.9103,-0.14181,-0.1628,-0.15943,0.03832,0.02154,0.02231,2.8e-05,2.6e-05,2.6e-05
300_MA-TS_10-11_Reactant,300_MA-TS_10-11,300_MA-TS_10-11_Product,-0.22373004456,-0.224561063195,-0.233246383602,0.024497,0.027826,0.023849,-0.52,5.45,-5.97,2.09,2.5,-0.41,0.096875,0.096668,0.088073,-185.8531,-218.2141,-647.6363,0.1263,569.0075,34.2938,7.1818,41.6772,3.8201,-0.15005,-0.16046,-0.15246,0.06859,0.09159,0.11076,-55.455007,-55.628064,-56.064703
304_MA-TS_13-14_Reactant,304_MA-TS_13-14,304_MA-TS_13-14_Product,-0.491864652973,-0.499055190751,-0.516661985699,-0.14309,-0.148816,-0.164552,-4.51,11.05,-15.56,-3.59,9.87,-13.47,-0.060662,-0.067576,-0.083763,-739.3796,-234.2656,-198.4231,27.1565,398.0804,1.2175,3.1934,39.0704,7.0457,-0.16584,-0.18087,-0.18596,0.05022,0.06034,0.07354,-76.139526,-76.269272,-76.54147
308_MA-TS_29-30_Reactant,308_MA-TS_29-30,308_MA-TS_29-30_Product,-0.29710380701,-0.300642954006,-0.310254220513,0.19023,0.192472,0.184684,-2.22,6.03,-8.25,1.41,4.89,-3.48,0.29505,0.291168,0.2822,-144.4892,-191.4202,-201.0559,0.5605,440.3178,2.0948,9.798,44.4206,16.3726,-0.15056,-0.16494,-0.15983,0.0802,0.07793,0.07686,3.2e-05,3.2e-05,3.2e-05
309_MA-TS_30-31_Reactant,309_MA-TS_30-31,309_MA-TS_30-31_Product,-0.274653215285,-0.273045624434,-0.30028206796,0.226129,0.231255,0.221964,1.01,17.09,-16.08,3.22,5.83,-2.61,0.32935,0.331429,0.317179,-155.2479,-164.321,-237.1829,0.6312,110.3888,31.5089,9.1084,57.9941,9.4636,-0.15009,-0.14238,-0.16692,0.07874,0.07854,0.08515,4.5e-05,4.6e-05,4.6e-05
310_MA-TS_41-42_Reactant,310_MA-TS_41-42,310_MA-TS_41-42_Product,-0.569048171892,-0.567670594973,-0.589428013926,0.125872,0.127115,0.109239,0.86,13.65,-12.79,0.78,11.22,-10.44,0.246307,0.246223,0.226471,-171.469,-612.9175,-537.3335,1.2339,14.2873,8.3925,12.7883,76.913,5.4046,-0.17343,-0.17412,-0.18449,0.07378,0.07356,0.08378,4.4e-05,4.8e-05,4.8e-05
318_MA-TS_29-30_Reactant,318_MA-TS_29-30,318_MA-TS_29-30_Product,-0.302066481993,-0.302001771642,-0.321731560079,0.185117,0.187074,0.16619,0.04,12.38,-12.34,1.23,13.1,-11.88,0.284881,0.286198,0.268807,-682.365,-345.0602,-214.7679,27.5709,18.8319,3.7148,22.7492,58.9135,12.0527,-0.1646,-0.17177,-0.1765,0.06671,0.07058,0.07617,4.2e-05,4.5e-05,4.5e-05
323_MA-TS_20-21_Reactant,323_MA-TS_20-21,323_MA-TS_20-21_Product,-0.372351638065,-0.372524755129,-0.387652049739,0.041929,0.041792,0.029508,-0.11,9.49,-9.6,-0.09,7.71,-7.79,0.131742,0.128757,0.116199,-379.4225,-712.8044,-728.1237,178.8645,32.6002,39.7024,11.9723,70.3732,7.7126,-0.14208,-0.1559,-0.15521,0.07728,0.08937,0.09638,-81.265376,-81.379334,-81.748967
324_MA-TS_12-13_Reactant,324_MA-TS_12-13,324_MA-TS_12-13_Product,-0.478803139197,-0.493811868314,-0.513057668889,-0.025325,-0.036426,-0.054911,-9.42,12.08,-21.5,-6.97,11.6,-18.57,0.070706,0.058292,0.039241,-229.7336,-252.724,-192.2192,248.1431,813.1351,0.4127,10.6641,59.6186,8.4351,-0.16502,-0.17925,-0.1748,0.06805,0.08189,0.09239,-91.496426,-91.662835,-92.266444
325_MA-TS_41-42_Reactant,325_MA-TS_41-42,325_MA-TS_41-42_Product,-0.467972301669,-0.472377708511,-0.477902306652,0.081967,0.082795,0.074488,-2.76,3.47,-6.23,0.52,5.21,-4.69,0.199989,0.195635,0.190772,-162.2809,-224.2334,-167.1384,1.7027,1.6691,10.7293,32.637,82.2251,34.9736,-0.17253,-0.1797,-0.1774,-0.01456,-0.01608,-0.01561,3.7e-05,3.9e-05,3.9e-05
334_MA-TS_5-6_Reactant,334_MA-TS_5-6,334_MA-TS_5-6_Product,-0.357190801871,-0.359365010667,-0.386847738474,-0.105328,-0.11049,-0.137621,-1.36,17.25,-18.61,-3.24,17.02,-20.26,-0.038372,-0.042911,-0.072092,-168.443,-195.0021,-218.4662,0.2698,1.0297,2.0786,5.355,10.3918,1.9733,-0.17021,-0.17405,-0.18768,0.03881,0.04251,0.07554,-56.712681,-56.776662,-57.496415
335_MA-TS_5-6_Reactant,335_MA-TS_5-6,335_MA-TS_5-6_Product,-0.28811886096,-0.298613539372,-0.32056619004,-0.020578,-0.032642,-0.051705,-6.59,13.78,-20.36,-7.57,11.96,-19.53,0.051442,0.039909,0.017464,-147.6085,-529.2499,-421.2476,0.0753,27.025,21.9333,6.7657,24.036,4.0734,-0.15063,-0.15909,-0.15785,0.05668,0.07388,0.08304,-61.199311,-61.355635,-61.842168
345_MA-TS_5-6_Reactant,345_MA-TS_5-6,345_MA-TS_5-6_Product,-0.309257328947,-0.31272940939,-0.34803950229,-0.119467,-0.124937,-0.155686,-2.18,22.16,-24.34,-3.43,19.3,-22.73,-0.054883,-0.057553,-0.092936,-761.8306,-546.3739,-613.4994,32.9864,27.2822,33.8641,5.4026,6.6619,5.5398,-0.16569,-0.16698,-0.17376,0.04894,0.05626,0.08209,-44.504861,-44.53828,-45.158825
346_MA-TS_5-6_Reactant,346_MA-TS_5-6,346_MA-TS_5-6_Product,-0.345564001015,-0.352899095344,-0.355993969176,-0.117728,-0.124036,-0.12683,-4.6,1.94,-6.54,-3.96,1.75,-5.71,-0.049121,-0.05715,-0.060145,-174.5975,-729.5228,-540.3136,0.4042,16.1609,23.8077,6.7348,14.6133,8.5613,-0.15304,-0.15201,-0.14277,0.04597,0.07637,0.0853,-47.582458,-47.870418,-48.061888
351_MA-TS_5-6_Reactant,351_MA-TS_5-6,351_MA-TS_5-6_Product,-0.263936387054,-0.265974867182,-0.281999253838,0.078701,0.077006,0.059028,-1.28,10.06,-11.33,-1.06,11.28,-12.34,0.159295,0.157179,0.138649,-157.3314,-194.1339,-761.2549,0.324,537.347,31.1438,6.1053,26.0443,2.9393,-0.16905,-0.1686,-0.15779,0.05103,0.0542,0.06677,-80.438343,-80.509568,-80.969281
352_MA-TS_5-6_Reactant,352_MA-TS_5-6,352_MA-TS_5-6_Product,-0.447072644969,-0.456321579915,-0.486489394411,-0.183578,-0.187998,-0.224627,-5.8,18.93,-24.73,-2.77,22.99,-25.76,-0.11364,-0.120902,-0.149858,-206.9015,-203.0297,-198.3602,19.3129,92.6783,30.1172,6.7709,14.1154,5.0657,-0.15483,-0.1676,-0.1689,0.05076,0.06976,0.0843,-54.359722,-54.567974,-54.975517
357_MA-TS_5-6_Reactant,357_MA-TS_5-6,357_MA-TS_5-6_Product,-0.361910582716,-0.369850680244,-0.377248129222,-0.007491,-0.013452,-0.019593,-4.98,4.64,-9.62,-3.74,3.85,-7.59,0.071864,0.066677,0.059395,-635.3123,-170.8129,-174.7785,35.0223,0.5832,0.3719,8.4378,14.7562,6.1365,-0.15842,-0.16859,-0.1651,0.05041,0.07431,0.07999,-74.997875,-75.304503,-75.713544
